,entity_class,start_pos,end_pos,content
0,ZF,284,288,消积导滞
1,ZF,376,380,祛风胜湿
2,ZF,309,313,凉血解毒
3,ZF,410,414,凉血解毒
4,ZF,442,446,凉血解毒
5,ZZ,729,733,倦怠乏力
6,ZZ,44,48,大便时溏
7,FY,306,309,生地榆
8,FY,484,487,生地榆
9,FY,351,354,香连丸
10,FY,514,517,鸦胆子
11,FY,737,740,鸦胆子
12,FY,524,527,龙眼肉
13,FY,742,745,生山药
14,FJ,351,354,香连丸
15,FJ,219,222,化滞汤
16,FJ,455,458,化滞汤
17,ZH,17,20,湿热瘀
18,ZH,186,189,湿热瘀
19,ZH,231,234,热毒内
20,SX,553,556,舌淡红
21,FY,504,506,瓜萎
22,FY,501,503,芦根
23,FY,282,284,山楂
24,FY,468,470,山楂
25,FY,524,526,龙眼
26,FY,514,516,鸦胆
27,FY,737,739,鸦胆
28,FY,371,373,荆芥
29,FY,474,476,荆芥
30,FY,389,391,甘草
31,FY,494,496,甘草
32,FY,258,260,苍术
33,FY,459,461,苍术
34,FY,261,263,厚朴
35,FY,462,464,厚朴
36,FY,374,376,秦艽
37,FY,477,479,秦艽
38,FY,307,309,地榆
39,FY,485,487,地榆
40,FY,471,473,木香
41,FY,491,493,黄连
42,FY,279,281,槟榔
43,FY,465,467,槟榔
44,FY,306,308,生地
45,FY,484,486,生地
46,FY,743,745,山药
47,ZH,141,143,湿滞
48,ZH,589,591,水肿
49,ZF,289,291,行气
50,ZF,314,316,收敛
51,MX,562,564,脉浮
52,SX,553,555,舌淡
53,SX,557,559,苔黄
54,ZZ,68,70,压痛
55,ZZ,12,14,脾虚
56,ZZ,158,160,脾虚
57,ZZ,226,228,脾虚
58,ZZ,426,428,脾虚
59,ZZ,731,733,乏力
60,ZZ,74,76,腹胀
61,ZZ,726,728,腹胀
62,ZZ,729,731,倦怠
63,ZZ,31,33,腹痛
64,ZZ,107,109,泄泻
65,ZZ,333,335,泄泻
66,ZZ,589,591,水肿
67,ZZ,72,74,纳差
68,ZZ,724,726,纳差
69,ZZ,34,36,腹泻
70,FY,648,649,米
