,entity_class,start_pos,end_pos,content
0,ZH,196,201,气阴两虚证
1,ZH,271,275,阴血亏虚
2,ZH,196,200,气阴两虚
3,ZH,266,270,中气不足
4,ZF,288,292,益气健脾
5,ZZ,88,92,气短乏力
6,ZZ,238,242,饮食减少
7,ZZ,26,30,心悸气短
8,ZZ,179,183,心悸气短
9,ZZ,36,40,头晕乏力
10,ZZ,41,45,面色无华
11,ZZ,104,108,面色无华
12,FY,358,361,龙眼肉
13,FY,345,348,酸枣仁
14,FJ,298,301,归脾汤
15,ZH,9,12,心脾两
16,ZH,196,199,气阴两
17,SX,46,49,舌淡红
18,FY,366,368,生姜
19,FY,338,340,远志
20,FY,358,360,龙眼
21,FY,318,320,人参
22,FY,345,347,酸枣
23,FY,331,333,茯神
24,FY,311,313,白术
25,FY,304,306,黄芪
26,FY,346,348,枣仁
27,FY,372,374,大枣
28,FY,352,354,木香
29,FY,325,327,当归
30,ZH,215,217,气血
31,MX,50,52,脉细
32,SX,46,48,舌淡
33,ZZ,18,20,胸闷
34,ZZ,96,98,胸闷
35,ZZ,140,142,胸闷
36,ZZ,184,186,胸闷
37,ZZ,26,28,心悸
38,ZZ,179,181,心悸
39,ZZ,73,75,脾虚
40,ZZ,116,118,脾虚
41,ZZ,222,224,脾虚
42,ZZ,233,235,脾虚
43,ZZ,38,40,乏力
44,ZZ,90,92,乏力
45,ZZ,31,33,失眠
46,ZZ,6,8,胸痛
47,ZZ,243,245,胸痛
48,ZZ,28,30,气短
49,ZZ,88,90,气短
50,ZZ,135,137,气短
51,ZZ,181,183,气短
52,ZZ,189,191,剌痛
53,ZZ,33,35,健忘
54,ZZ,36,38,头晕
55,FY,346,347,枣
56,FY,373,374,枣
57,FY,367,368,姜
