,entity_class,start_pos,end_pos,content
0,ZH,11,15,痰饮内停
1,ZZ,292,296,呕吐酸水
2,FY,746,749,炒枳壳
3,FY,754,757,大腹皮
4,FY,706,709,川石斛
5,FY,690,693,炒黄连
6,FY,418,421,制半夏
7,FY,738,741,制半夏
8,FY,402,405,炒黄芩
9,FY,441,444,生大黄
10,FJ,333,336,左金丸
11,ZH,11,14,痰饮内
12,ZZ,545,548,大便溏
13,FY,755,757,腹皮
14,FY,747,749,枳壳
15,FY,763,765,佛手
16,FY,395,397,吴萸
17,FY,699,701,吴萸
18,FY,387,389,川连
19,FY,419,421,半夏
20,FY,739,741,半夏
21,FY,434,436,椒目
22,FY,731,733,椒目
23,FY,707,709,石斛
24,FY,442,444,大黄
25,FY,715,717,茯苓
26,FY,410,412,枳实
27,FY,403,405,黄芩
28,FY,691,693,黄连
29,FY,426,428,防己
30,FY,723,725,防己
31,FY,754,756,大腹
32,FJ,334,336,金丸
33,ZH,203,205,血疲
34,ZH,193,195,气郁
35,MX,80,82,脉细
36,MX,496,498,脉细
37,MX,655,657,脉细
38,SX,297,299,舌红
39,SX,658,660,舌红
40,ZZ,546,548,便溏
41,ZZ,49,51,拒按
42,ZZ,60,62,呕吐
43,ZZ,292,294,呕吐
44,ZZ,317,319,呕吐
45,ZZ,559,561,呕吐
46,ZZ,627,629,呕吐
47,ZZ,297,299,舌红
48,ZZ,658,660,舌红
49,ZZ,46,48,腹痛
50,ZZ,248,250,腹痛
51,ZZ,550,552,腹痛
52,ZZ,78,80,口干
53,ZZ,494,496,口干
54,ZZ,193,195,气郁
55,ZZ,75,77,恶寒
56,ZZ,264,266,恶寒
57,ZZ,491,493,恶寒
58,FY,349,350,椒
59,FY,434,435,椒
60,FY,731,732,椒
61,FY,404,405,芩
62,FY,386,387,姜
63,FY,210,211,酒
