,entity_class,start_pos,end_pos,content
0,FJ,111,118,小半夏加茯苓汤
1,FJ,240,245,血府逐瘀汤
2,FJ,259,264,血府逐瘀汤
3,ZF,254,258,活血化瘀
4,SX,385,389,舌质嫩红
5,ZZ,351,355,面色萎黄
6,ZZ,356,360,神倦乏力
7,ZZ,330,334,肝气犯胃
8,FY,312,315,代赭石
9,FY,300,303,生甘草
10,FY,283,286,怀牛膝
11,FJ,242,245,逐瘀汤
12,FJ,261,264,逐瘀汤
13,FJ,529,532,君子丸
14,FJ,103,106,二陈汤
15,FJ,107,110,四七汤
16,FJ,115,118,茯苓汤
17,ZH,330,333,肝气犯
18,ZH,6,9,瘀血阻
19,ZH,180,183,瘀血阻
20,ZH,186,189,瘀血阻
21,ZH,231,234,瘀血阻
22,MX,225,228,脉弦细
23,MX,406,409,脉弦细
24,SX,402,405,苔薄白
25,FY,268,270,桃仁
26,FY,307,309,川芎
27,FY,437,439,于术
28,FY,294,296,枳壳
29,FY,313,315,赭石
30,FY,48,50,鸽蛋
31,FY,112,114,半夏
32,FY,287,289,半夏
33,FY,301,303,甘草
34,FY,271,273,红花
35,FY,115,117,茯苓
36,FY,99,101,代赭
37,FY,312,314,代赭
38,FY,274,276,当归
39,FY,280,282,柴胡
40,FY,297,299,赤芍
41,FY,284,286,牛膝
42,FY,277,279,生地
43,ZF,254,256,活血
44,MX,225,227,脉弦
45,MX,406,408,脉弦
46,SX,402,404,苔薄
47,ZZ,0,2,呕吐
48,ZZ,3,5,呕吐
49,ZZ,73,75,呕吐
50,ZZ,171,173,呕吐
51,ZZ,202,204,呕吐
52,ZZ,213,215,呕吐
53,ZZ,337,339,呕吐
54,ZZ,358,360,乏力
55,ZZ,367,369,腹胀
56,ZZ,492,494,呕恶
57,ZZ,363,365,自汗
58,ZZ,356,358,神倦
59,FY,308,309,芎
