,entity_class,start_pos,end_pos,content
0,FJ,285,290,桃红四物汤
1,ZH,175,179,痰湿内停
2,ZH,201,205,脾失健运
3,SX,103,107,舌有瘀点
4,ZZ,45,49,形体肥胖
5,ZZ,125,129,形体肥胖
6,ZZ,27,31,偏身麻木
7,ZZ,37,41,手足肿胀
8,FY,362,365,胆南星
9,FY,287,290,四物汤
10,FJ,281,284,温胆汤
11,FJ,287,290,四物汤
12,ZH,159,162,痰湿内
13,ZH,175,178,痰湿内
14,ZH,164,167,郁而化
15,ZH,130,133,脾虚痰
16,ZH,3,6,痰瘀互
17,ZH,142,145,痰湿阻
18,MX,70,73,脉弦滑
19,MX,108,111,脉弦滑
20,SX,55,58,舌质淡
21,FY,349,351,桃仁
22,FY,342,344,川芎
23,FY,314,316,竹茹
24,FY,293,295,半夏
25,FY,285,287,桃红
26,FY,363,365,南星
27,FY,356,358,红花
28,FY,300,302,茯苓
29,FY,321,323,枳实
30,FY,328,330,当归
31,FY,335,337,赤芍
32,FY,307,309,陈皮
33,ZF,276,278,活血
34,MX,70,72,脉弦
35,MX,108,110,脉弦
36,SX,59,61,苔白
37,SX,100,102,苔腻
38,ZZ,130,132,脾虚
39,ZZ,39,41,肿胀
40,ZZ,95,97,肿胀
41,ZZ,98,100,呕恶
42,ZZ,29,31,麻木
43,ZZ,50,52,纳呆
44,ZZ,52,54,口腻
45,FY,315,316,茹
46,FY,343,344,芎
47,FY,29,30,麻
