,entity_class,start_pos,end_pos,content
0,FJ,895,900,附子理中丸
1,FJ,323,327,痛泻要方
2,FJ,602,606,痛泻要方
3,ZH,179,183,肝郁气滞
4,ZH,23,27,心神不宁
5,ZH,301,305,心神不宁
6,ZH,13,17,脾肾阳虚
7,ZF,201,205,疏肝理气
8,ZF,274,278,燥湿化痰
9,ZF,13,17,脾肾阳虚
10,SX,498,502,舌质淡红
11,ZZ,49,53,皮肤瘙痒
12,ZZ,490,494,皮肤瘙痒
13,ZZ,731,735,皮肤瘙痒
14,ZZ,23,27,心神不宁
15,ZZ,301,305,心神不宁
16,ZZ,54,58,烦躁不安
17,ZZ,571,575,烦躁不安
18,FY,692,695,炙甘草
19,FY,438,441,破故纸
20,FY,671,674,破故纸
21,FY,841,844,破故纸
22,FY,156,159,平胃散
23,FY,379,382,制附片
24,FY,677,680,制附片
25,FY,831,834,制附片
26,FY,401,404,五味子
27,FY,858,861,五味子
28,FY,357,360,生龙骨
29,FY,648,651,生龙骨
30,FY,809,812,生龙骨
31,FY,160,163,理中汤
32,FY,699,702,薏苡仁
33,FY,420,423,白蒺藜
34,FY,659,662,白蒺藜
35,FY,785,788,炒苍术
36,FY,368,371,生牡蛎
37,FY,798,801,生牡蛎
38,FJ,897,900,理中丸
39,FJ,156,159,平胃散
40,FJ,164,167,四逆汤
41,FJ,152,155,正气散
42,FJ,160,163,理中汤
43,FJ,168,171,四神丸
44,FJ,903,906,四神丸
45,ZH,13,16,脾肾阳
46,ZH,179,182,肝郁气
47,ZH,219,222,脾虚不
48,ZH,23,26,心神不
49,ZH,301,304,心神不
50,ZH,212,215,肝郁不
51,ZH,18,21,肝阳上
52,ZH,296,299,肝阳上
53,MX,507,510,脉沉细
54,SX,498,501,舌质淡
55,SX,503,506,苔白腻
56,FY,779,781,苏梗
57,FY,820,822,党参
58,FY,395,397,远志
59,FY,847,849,远志
60,FY,895,897,附子
61,FY,792,794,香附
62,FY,773,775,藿香
63,FY,369,371,牡蛎
64,FY,799,801,牡蛎
65,FY,427,429,干姜
66,FY,687,689,干姜
67,FY,826,828,干姜
68,FY,421,423,蒺藜
69,FY,660,662,蒺藜
70,FY,450,452,甘草
71,FY,693,695,甘草
72,FY,865,867,甘草
73,FY,607,609,防风
74,FY,432,434,苍术
75,FY,786,788,苍术
76,FY,700,702,苡仁
77,FY,613,615,白术
78,FY,401,403,五味
79,FY,858,860,五味
80,FY,389,391,枣仁
81,FY,625,627,白芍
82,FY,699,701,薏苡
83,FY,414,416,天麻
84,FY,666,668,天麻
85,FY,631,633,茯苓
86,FY,408,410,菖蒲
87,FY,852,854,菖蒲
88,FY,380,382,附片
89,FY,678,680,附片
90,FY,832,834,附片
91,FY,439,441,故纸
92,FY,672,674,故纸
93,FY,842,844,故纸
94,FY,358,360,龙骨
95,FY,649,651,龙骨
96,FY,810,812,龙骨
97,FY,444,446,陈皮
98,FY,619,621,陈皮
99,FY,379,381,制附
100,FY,677,679,制附
101,FY,831,833,制附
102,FJ,267,269,感冒
103,ZH,181,183,气滞
104,ZF,201,203,疏肝
105,SX,503,505,苔白
106,ZZ,219,221,脾虚
107,ZZ,61,63,失眠
108,ZZ,59,61,头痛
109,ZZ,28,30,腹痛
110,ZZ,551,553,腹痛
111,ZZ,252,254,咳嗽
112,ZZ,54,56,烦躁
113,ZZ,571,573,烦躁
114,ZZ,51,53,瘙痒
115,ZZ,492,494,瘙痒
116,ZZ,568,570,瘙痒
117,ZZ,733,735,瘙痒
118,ZZ,30,32,腹泻
119,ZZ,553,555,腹泻
120,FY,389,390,枣
121,FY,415,416,麻
122,FY,667,668,麻
123,FY,428,429,姜
124,FY,688,689,姜
125,FY,827,828,姜
