,entity_class,start_pos,end_pos,content
0,ZH,162,166,肝郁气滞
1,ZH,182,186,气滞血瘀
2,ZF,202,206,滋阴清热
3,ZZ,355,359,形体消瘦
4,ZZ,140,144,大便干燥
5,ZZ,120,124,头昏目眩
6,ZZ,360,364,面色晦暗
7,FY,544,547,元明粉
8,FY,669,672,瓦楞子
9,FY,230,233,半枝莲
10,FY,335,338,半枝莲
11,FY,566,569,半枝莲
12,FY,243,246,夏枯草
13,FY,574,577,夏枯草
14,FY,683,686,夏枯草
15,FY,247,250,山慈姑
16,FY,676,679,山慈姑
17,FY,690,693,汉三七
18,FJ,207,210,软坚散
19,FJ,251,254,软坚散
20,ZH,182,185,气滞血
21,ZH,12,15,肝郁气
22,ZH,162,165,肝郁气
23,SX,370,373,苔黄腻
24,ZZ,140,143,大便干
25,FY,329,331,蜂蜜
26,FY,628,630,党参
27,FY,309,311,竹茹
28,FY,315,317,吴萸
29,FY,237,239,硇砂
30,FY,538,540,硇砂
31,FY,652,654,海藻
32,FY,303,305,桔梗
33,FY,293,295,干姜
34,FY,515,517,干姜
35,FY,281,283,半夏
36,FY,485,487,半夏
37,FY,298,300,荜茇
38,FY,491,493,石斛
39,FY,658,660,石斛
40,FY,646,648,白芍
41,FY,622,624,乌梅
42,FY,240,242,蜈蚣
43,FY,559,561,蜈蚣
44,FY,532,534,三七
45,FY,691,693,三七
46,FY,509,511,木香
47,FY,287,289,麦冬
48,FY,640,642,麦冬
49,FY,551,553,血竭
50,FY,497,499,赤芍
51,FY,276,278,红参
52,FY,479,481,红参
53,FY,664,666,红参
54,FY,320,322,黄连
55,FY,521,523,朱砂
56,FY,526,528,没药
57,FY,503,505,陈皮
58,FY,234,236,硼砂
59,FY,424,426,硼砂
60,FY,634,636,生地
61,ZH,164,166,气滞
62,ZH,182,184,气滞
63,ZH,19,21,痰阻
64,ZF,204,206,清热
65,ZF,192,194,疏肝
66,ZF,266,268,疏肝
67,MX,374,376,脉弦
68,SX,370,372,苔黄
69,ZZ,115,117,易怒
70,ZZ,132,134,口臭
71,ZZ,407,409,呕吐
72,ZZ,125,127,乏力
73,ZZ,357,359,消瘦
74,ZZ,141,143,便干
75,ZZ,122,124,目眩
76,ZZ,127,129,气短
77,ZZ,120,122,头昏
78,ZZ,130,132,纳呆
79,ZZ,142,144,干燥
80,ZZ,592,594,干燥
81,FY,287,288,麦
82,FY,640,641,麦
83,FY,330,331,蜜
84,FY,598,599,蜜
85,FY,310,311,茹
86,FY,623,624,梅
87,FY,294,295,姜
88,FY,516,517,姜
