,entity_class,start_pos,end_pos,content
0,FJ,66,71,枳朴二陈汤
1,ZH,160,164,脾胃虚寒
2,ZH,12,16,肝郁气滞
3,ZF,52,56,温中散寒
4,MX,170,174,脉沉细缓
5,ZZ,47,51,大便不干
6,FY,75,78,制香附
7,FY,314,317,制香附
8,FY,114,117,炒枳壳
9,FY,293,296,生白术
10,FY,352,355,生白术
11,FY,144,147,生甘草
12,FY,377,380,生甘草
13,FY,88,91,清半夏
14,FY,339,342,炒山药
15,FY,136,139,炒山栀
16,FY,242,245,吴茱萸
17,FY,327,330,吴茱萸
18,FY,122,125,炒谷芽
19,FJ,52,55,温中散
20,FJ,62,65,良附丸
21,FJ,68,71,二陈汤
22,ZH,160,163,脾胃虚
23,ZH,12,15,肝郁气
24,MX,170,173,脉沉细
25,ZZ,24,27,胃脘痛
26,FY,115,117,枳壳
27,FY,107,109,川朴
28,FY,137,139,山栀
29,FY,81,83,良姜
30,FY,321,323,良姜
31,FY,242,244,吴茱
32,FY,327,329,吴茱
33,FY,76,78,香附
34,FY,315,317,香附
35,FY,89,91,半夏
36,FY,145,147,甘草
37,FY,378,380,甘草
38,FY,294,296,白术
39,FY,353,355,白术
40,FY,243,245,茱萸
41,FY,328,330,茱萸
42,FY,123,125,谷芽
43,FY,101,103,茯苓
44,FY,371,373,当归
45,FY,94,96,陈皮
46,FY,359,361,陈皮
47,FY,340,342,山药
48,ZH,14,16,气滞
49,ZF,57,59,行气
50,SX,166,168,苔白
51,ZZ,44,46,暧气
52,ZZ,220,222,暧气
53,ZZ,0,2,胃痛
54,ZZ,3,5,胃痛
55,ZZ,8,10,胃痛
56,FY,390,391,蜜
57,FY,82,83,姜
58,FY,106,107,姜
59,FY,322,323,姜
