,entity_class,start_pos,end_pos,content
0,FJ,351,357,香砂六君子汤
1,FY,353,357,六君子汤
2,FJ,353,357,六君子汤
3,ZH,197,201,脾胃虚寒
4,ZH,3,7,脾胃虚弱
5,ZH,122,126,脾胃虚弱
6,ZH,234,238,脾胃虚弱
7,ZH,285,289,脾胃虚弱
8,SX,49,53,舌淡苔白
9,ZZ,179,183,倦怠乏力
10,ZZ,174,178,面色苍白
11,ZZ,189,193,大便不实
12,ZZ,17,21,恶心呕吐
13,ZZ,96,100,恶心呕吐
14,ZZ,214,218,恶心呕吐
15,ZZ,3,7,脾胃虚弱
16,ZZ,122,126,脾胃虚弱
17,ZZ,234,238,脾胃虚弱
18,ZZ,285,289,脾胃虚弱
19,FY,387,390,姜半夏
20,ZH,3,6,脾胃虚
21,ZH,122,125,脾胃虚
22,ZH,197,200,脾胃虚
23,ZH,234,237,脾胃虚
24,ZH,285,288,脾胃虚
25,ZH,142,145,脾虚不
26,ZZ,268,271,胃脘痛
27,FY,133,135,胎元
28,FY,360,362,党参
29,FY,414,416,生姜
30,FY,388,390,半夏
31,FY,381,383,甘草
32,FY,367,369,白术
33,FY,408,410,砂仁
34,FY,421,423,大枣
35,FY,374,376,茯苓
36,FY,401,403,木香
37,FY,394,396,陈皮
38,ZH,292,294,气血
39,ZH,303,305,气血
40,ZH,311,313,气血
41,MX,54,56,脉缓
42,SX,49,51,舌淡
43,SX,51,53,苔白
44,ZZ,46,48,便溏
45,ZZ,142,144,脾虚
46,ZZ,19,21,呕吐
47,ZZ,98,100,呕吐
48,ZZ,101,103,呕吐
49,ZZ,216,218,呕吐
50,ZZ,227,229,呕吐
51,ZZ,262,264,呕吐
52,ZZ,274,276,呕吐
53,ZZ,39,41,神疲
54,ZZ,181,183,乏力
55,ZZ,179,181,倦怠
56,ZZ,17,19,恶心
57,ZZ,96,98,恶心
58,ZZ,214,216,恶心
59,ZZ,176,178,苍白
60,ZZ,44,46,纳差
61,FY,422,423,枣
62,FY,387,388,姜
63,FY,415,416,姜
