,entity_class,start_pos,end_pos,content
0,ZH,10,14,肝郁气滞
1,ZH,212,216,肝郁气滞
2,ZH,15,19,痰气交阻
3,ZH,217,221,痰气交阻
4,ZF,253,257,疏肝理气
5,FY,438,441,蒲公英
6,FY,420,423,川黄连
7,FY,331,334,威灵仙
8,FY,263,266,瓜蒌皮
9,FY,406,409,瓜蒌皮
10,FY,335,338,干地龙
11,FY,247,250,延胡索
12,FY,399,402,延胡索
13,ZH,10,13,肝郁气
14,ZH,212,215,肝郁气
15,SX,475,478,舌质红
16,SX,479,482,苔微黄
17,FY,403,405,枳壳
18,FY,241,243,郁金
19,FY,393,395,郁金
20,FY,244,246,佛手
21,FY,396,398,佛手
22,FY,270,272,竹茹
23,FY,410,412,竹茹
24,FY,325,327,僵蚕
25,FY,424,426,僵蚕
26,FY,247,249,延胡
27,FY,399,401,延胡
28,FY,263,265,瓜蒌
29,FY,406,408,瓜蒌
30,FY,310,312,值蚕
31,FY,283,285,白芍
32,FY,328,330,白芍
33,FY,442,444,白芍
34,FY,248,250,胡索
35,FY,400,402,胡索
36,FY,336,338,地龙
37,FY,251,253,木香
38,FY,427,429,木香
39,FY,286,288,麦冬
40,FY,413,415,麦冬
41,FY,273,275,黄连
42,FY,421,423,黄连
43,FY,264,266,蒌皮
44,FY,407,409,蒌皮
45,FY,332,334,灵仙
46,ZH,12,14,气滞
47,ZH,214,216,气滞
48,ZF,234,236,清热
49,ZF,280,282,清热
50,ZF,388,390,清热
51,ZF,229,231,疏肝
52,ZF,253,255,疏肝
53,ZF,383,385,疏肝
54,ZF,288,290,柔润
55,MX,484,486,脉弦
56,SX,480,482,微黄
57,ZZ,516,518,胸痛
58,ZZ,463,465,口干
59,ZZ,472,474,烦躁
60,FY,286,287,麦
61,FY,413,414,麦
62,FY,271,272,茹
63,FY,411,412,茹
