,entity_class,start_pos,end_pos,content
0,ZZ,33,42,食少而胸中常若食饱
1,FJ,134,139,桃仁承气汤
2,FJ,188,193,桃仁承气汤
3,FJ,287,292,桃仁承气汤
4,FJ,48,53,加味枳术丸
5,FJ,112,117,加味枳术丸
6,FJ,244,249,加味枳术丸
7,ZH,6,11,瘀血阻络证
8,ZH,227,232,瘀血阻络证
9,ZF,141,145,活血化瘀
10,ZF,117,121,理气消食
11,ZF,122,126,祛湿化积
12,ZZ,21,25,胃脘作痛
13,FJ,50,53,枳术丸
14,FJ,114,117,枳术丸
15,FJ,246,249,枳术丸
16,ZH,6,9,瘀血阻
17,ZH,227,230,瘀血阻
18,FY,216,218,丹皮
19,FY,134,136,桃仁
20,FY,188,190,桃仁
21,FY,203,205,桃仁
22,FY,287,289,桃仁
23,FY,212,214,芍药
24,FY,199,201,芒消
25,FY,194,196,大黄
26,FY,208,210,当归
27,ZF,141,143,活血
28,ZZ,0,2,胃痛
29,ZZ,3,5,胃痛
30,ZZ,159,161,胃痛
31,ZZ,33,35,食少
