,entity_class,start_pos,end_pos,content
0,ZH,393,397,气阴两伤
1,ZH,132,136,肾阴不足
2,ZF,167,171,凉血止血
3,ZF,180,184,凉血止血
4,ZF,162,166,滋阴清热
5,SX,299,303,舌红苔黄
6,SX,378,382,舌红苔少
7,ZZ,362,366,少气懒言
8,FY,227,230,赤白芍
9,FY,208,211,女贞子
10,FY,259,262,侧柏叶
11,FY,201,204,旱莲草
12,FY,266,269,茜草根
13,FJ,404,407,圣愈汤
14,FJ,158,161,化肝煎
15,FJ,195,198,化肝煎
16,FJ,154,157,二至丸
17,FJ,189,192,二至丸
18,ZH,20,23,肾阴亏
19,ZH,393,396,气阴两
20,ZH,132,135,肾阴不
21,ZH,25,28,肝火上
22,ZH,137,140,肝火上
23,ZF,182,185,止血法
24,MX,304,307,脉弦细
25,FY,235,237,丹皮
26,FY,208,210,女贞
27,FY,253,255,浙贝
28,FY,266,268,茜草
29,FY,221,223,玄参
30,FY,259,261,侧柏
31,FY,241,243,栀子
32,FY,201,203,旱莲
33,FY,372,374,咽干
34,FY,228,230,白芍
35,FY,247,249,青皮
36,FY,260,262,柏叶
37,FY,215,217,生地
38,ZF,164,166,清热
39,MX,304,306,脉弦
40,MX,383,385,脉弱
41,SX,299,301,舌红
42,SX,378,380,舌红
43,SX,380,382,苔少
44,SX,301,303,苔黄
45,ZZ,80,82,心烦
46,ZZ,357,359,神疲
47,ZZ,299,301,舌红
48,ZZ,378,380,舌红
49,ZZ,372,374,咽干
50,ZZ,294,296,面红
51,ZZ,369,371,失眠
52,ZZ,359,361,倦怠
53,ZZ,78,80,口苦
