,entity_class,start_pos,end_pos,content
0,FJ,332,337,藿香正气散
1,ZH,241,245,阳气衰微
2,ZH,249,253,筋脉挛急
3,SX,60,64,舌苔白腻
4,SX,111,115,舌苔白腻
5,ZZ,79,83,起病急骤
6,ZZ,264,268,大汗淋漓
7,FY,376,379,土白术
8,FY,361,364,大腹皮
9,FJ,334,337,正气散
10,ZH,241,244,阳气衰
11,SX,61,64,苔白腻
12,SX,112,115,苔白腻
13,FY,362,364,腹皮
14,FY,354,356,白芷
15,FY,332,334,藿香
16,FY,340,342,藿香
17,FY,406,408,桔梗
18,FY,391,393,半夏
19,FY,413,415,甘草
20,FY,377,379,白术
21,FY,399,401,厚朴
22,FY,369,371,茯苓
23,FY,347,349,紫苏
24,FY,384,386,陈皮
25,FY,361,363,大腹
26,MX,65,67,脉濡
27,SX,61,63,苔白
28,SX,112,114,苔白
29,ZZ,13,15,呕吐
30,ZZ,44,46,腹痛
31,ZZ,100,102,腹痛
32,FY,34,35,米
33,FY,91,92,米
