,entity_class,start_pos,end_pos,content
0,FJ,359,364,柴胡疏肝散
1,ZH,299,303,肝郁气滞
2,ZH,120,124,肝脾不和
3,ZH,304,308,肝脾不和
4,ZF,349,353,疏肝理气
5,SX,56,60,舌苔白腻
6,ZZ,46,50,小便短少
7,ZZ,294,298,精神抑郁
8,ZZ,38,42,食后胀甚
9,ZZ,74,78,腹大胀满
10,ZZ,325,329,腹大胀满
11,FY,406,409,炙甘草
12,FY,365,368,平胃散
13,FJ,365,368,平胃散
14,FJ,354,357,除湿散
15,FJ,361,364,疏肝散
16,ZH,299,302,肝郁气
17,ZH,6,9,气滞湿
18,ZH,130,133,气滞湿
19,ZH,153,156,气滞湿
20,ZH,309,312,气滞湿
21,ZH,272,275,瘀血内
22,SX,57,60,苔白腻
23,FY,392,394,川芎
24,FY,385,387,枳壳
25,FY,434,436,生姜
26,FY,399,401,香附
27,FY,407,409,甘草
28,FY,427,429,苍术
29,FY,420,422,厚朴
30,FY,378,380,白芍
31,FY,440,442,大枣
32,FY,359,361,柴胡
33,FY,371,373,柴胡
34,FY,413,415,陈皮
35,FY,16,18,大腹
36,ZH,6,8,气滞
37,ZH,130,132,气滞
38,ZH,153,155,气滞
39,ZH,200,202,气滞
40,ZH,267,269,气滞
41,ZH,301,303,气滞
42,ZH,309,311,气滞
43,ZH,235,237,气郁
44,ZF,349,351,疏肝
45,ZF,361,363,疏肝
46,MX,61,63,脉弦
47,SX,57,59,苔白
48,ZZ,43,45,嗳气
49,ZZ,84,86,嗳气
50,ZZ,136,138,腹胀
51,ZZ,30,32,疼痛
52,ZZ,334,336,疼痛
53,ZZ,235,237,气郁
54,ZZ,17,19,腹满
55,ZZ,142,144,腹满
56,ZZ,169,171,腹满
57,FY,441,442,枣
58,FY,393,394,芎
59,FY,435,436,姜
