,entity_class,start_pos,end_pos,content
0,FJ,776,782,香砂六君子汤
1,FY,778,782,六君子汤
2,FJ,778,782,六君子汤
3,ZH,354,358,湿热中阻
4,ZH,769,773,脾胃虚弱
5,SX,754,758,舌质淡红
6,ZZ,285,289,倦怠乏力
7,ZZ,598,602,倦怠乏力
8,ZZ,365,369,口淡不渴
9,ZZ,641,645,口淡不渴
10,ZZ,588,592,面色不华
11,ZZ,769,773,脾胃虚弱
12,FY,444,447,炒麦芽
13,FY,552,555,炒麦芽
14,FY,440,443,炒山楂
15,FY,545,548,炒山楂
16,FJ,462,465,胃苓汤
17,ZH,769,772,脾胃虚
18,ZH,13,16,胃肠湿
19,SX,646,649,舌质淡
20,SX,754,757,舌质淡
21,SX,650,653,苔微黄
22,FY,441,443,山楂
23,FY,546,548,山楂
24,FY,397,399,葛根
25,FY,411,413,葛根
26,FY,466,468,葛根
27,FY,516,518,葛根
28,FY,474,476,苍术
29,FY,498,500,白术
30,FY,480,482,厚朴
31,FY,504,506,泽泻
32,FY,429,431,砂仁
33,FY,540,542,砂仁
34,FY,510,512,猪苓
35,FY,426,428,木香
36,FY,534,536,木香
37,FY,445,447,麦芽
38,FY,553,555,麦芽
39,FY,528,530,黄芩
40,FY,522,524,黄连
41,FY,486,488,陈皮
42,ZF,454,456,清热
43,MX,308,310,脉滑
44,MX,657,659,脉滑
45,MX,762,764,脉滑
46,SX,759,761,苔白
47,SX,302,304,苔黄
48,SX,651,653,微黄
49,ZZ,367,369,不渴
50,ZZ,643,645,不渴
51,ZZ,294,296,脾虚
52,ZZ,281,283,神疲
53,ZZ,594,596,神疲
54,ZZ,287,289,乏力
55,ZZ,600,602,乏力
56,ZZ,746,748,乏力
57,ZZ,336,338,腹胀
58,ZZ,285,287,倦怠
59,ZZ,598,600,倦怠
60,ZZ,636,638,腹痛
61,ZZ,33,35,发热
62,ZZ,350,352,便泄
63,ZZ,36,38,咳嗽
64,ZZ,88,90,咳嗽
65,ZZ,351,353,泄泻
66,ZZ,667,669,泄泻
67,ZZ,18,20,腹泻
68,ZZ,115,117,腹泻
69,ZZ,212,214,腹泻
70,ZZ,238,240,腹泻
71,ZZ,268,270,腹泻
72,ZZ,725,727,腹泻
73,FY,445,446,麦
74,FY,553,554,麦
75,FY,387,388,芩
76,FY,399,400,芩
77,FY,468,469,芩
78,FY,529,530,芩
