,entity_class,start_pos,end_pos,content
0,ZH,25,29,湿热下注
1,ZH,209,213,湿热下注
2,ZH,222,226,湿热下注
3,ZH,248,252,湿热下注
4,ZF,77,81,清热解毒
5,ZF,323,327,清热解毒
6,ZF,449,453,清热解毒
7,ZF,664,668,清热解毒
8,ZF,8,12,清热利湿
9,ZF,192,196,清热利湿
10,ZF,131,135,行气活血
11,ZF,377,381,行气活血
12,ZF,503,507,行气活血
13,ZF,718,722,行气活血
14,ZZ,214,218,白带过多
15,ZZ,227,231,白带过多
16,ZZ,253,257,白带过多
17,ZZ,25,29,湿热下注
18,ZZ,209,213,湿热下注
19,ZZ,222,226,湿热下注
20,ZZ,248,252,湿热下注
21,FY,73,76,蒲公英
22,FY,319,322,蒲公英
23,FY,445,448,蒲公英
24,FY,660,663,蒲公英
25,FY,69,72,忍冬藤
26,FY,315,318,忍冬藤
27,FY,441,444,忍冬藤
28,FY,656,659,忍冬藤
29,FY,127,130,益母草
30,FY,373,376,益母草
31,FY,499,502,益母草
32,FY,714,717,益母草
33,FY,145,148,车前草
34,FY,391,394,车前草
35,FY,517,520,车前草
36,FY,732,735,车前草
37,FY,117,120,鸡血藤
38,FY,363,366,鸡血藤
39,FY,489,492,鸡血藤
40,FY,704,707,鸡血藤
41,ZH,25,28,湿热下
42,ZH,209,212,湿热下
43,ZH,222,225,湿热下
44,ZH,248,251,湿热下
45,FY,114,116,川芎
46,FY,360,362,川芎
47,FY,486,488,川芎
48,FY,701,703,川芎
49,FY,69,71,忍冬
50,FY,315,317,忍冬
51,FY,441,443,忍冬
52,FY,656,658,忍冬
53,FY,161,163,狗脊
54,FY,407,409,狗脊
55,FY,533,535,狗脊
56,FY,748,750,狗脊
57,FY,118,120,血藤
58,FY,364,366,血藤
59,FY,490,492,血藤
60,FY,705,707,血藤
61,FY,145,147,车前
62,FY,391,393,车前
63,FY,517,519,车前
64,FY,732,734,车前
65,FY,92,94,葡萄
66,FY,338,340,葡萄
67,FY,464,466,葡萄
68,FY,679,681,葡萄
69,FY,127,129,益母
70,FY,373,375,益母
71,FY,499,501,益母
72,FY,714,716,益母
73,ZF,8,10,清热
74,ZF,77,79,清热
75,ZF,192,194,清热
76,ZF,323,325,清热
77,ZF,449,451,清热
78,ZF,664,666,清热
79,ZF,131,133,行气
80,ZF,377,379,行气
81,ZF,503,505,行气
82,ZF,718,720,行气
83,ZF,121,123,活血
84,ZF,133,135,活血
85,ZF,152,154,活血
86,ZF,367,369,活血
87,ZF,379,381,活血
88,ZF,398,400,活血
89,ZF,493,495,活血
90,ZF,505,507,活血
91,ZF,524,526,活血
92,ZF,708,710,活血
93,ZF,720,722,活血
94,ZF,739,741,活血
95,FY,115,116,芎
96,FY,361,362,芎
97,FY,487,488,芎
98,FY,702,703,芎
99,FY,117,118,鸡
100,FY,363,364,鸡
101,FY,489,490,鸡
102,FY,704,705,鸡
