,entity_class,start_pos,end_pos,content
0,FJ,80,85,曲麦枳术丸
1,SX,318,322,舌苔薄白
2,FY,144,147,炒麦芽
3,FY,89,92,生白术
4,FY,95,98,炒枳实
5,FY,122,125,清半夏
6,FY,288,291,炒山栀
7,FJ,82,85,枳术丸
8,ZH,6,9,脾胃不
9,ZH,160,163,脾胃不
10,SX,319,322,苔薄白
11,SX,181,184,苔淡黄
12,FY,129,131,川朴
13,FY,270,272,川朴
14,FY,289,291,山栀
15,FY,336,338,香附
16,FY,283,285,六曲
17,FY,123,125,半夏
18,FY,90,92,白术
19,FY,110,112,砂仁
20,FY,278,280,茯苓
21,FY,96,98,枳实
22,FY,103,105,木香
23,FY,332,334,木香
24,FY,145,147,麦芽
25,FY,115,117,陈皮
26,ZF,64,66,行气
27,MX,262,264,脉滑
28,SX,257,259,苔灰
29,SX,319,321,苔薄
30,ZZ,16,18,食滞
31,ZZ,170,172,食滞
32,ZZ,36,38,腹胀
33,ZZ,248,250,腹胀
34,ZZ,47,49,倒饱
35,ZZ,32,34,脘痞
36,FY,81,82,麦
37,FY,145,146,麦
38,FY,128,129,姜
