,entity_class,start_pos,end_pos,content
0,FJ,139,143,白头翁汤
1,FJ,176,180,白头翁汤
2,FJ,241,245,白头翁汤
3,ZH,56,60,正虚邪实
4,ZZ,338,342,四肢抽搐
5,FY,139,142,白头翁
6,FY,176,179,白头翁
7,FY,241,244,白头翁
8,FY,285,288,鸡内金
9,FY,272,275,羚羊角
10,ZH,56,59,正虚邪
11,FY,260,262,银花
12,FY,266,268,桑叶
13,FY,282,284,鳖甲
14,FY,269,271,橘叶
15,FY,276,278,牡蛎
16,FY,361,363,减半
17,FY,272,274,羚羊
18,FY,263,265,石斛
19,FY,246,248,楝实
20,FY,249,251,苁蓉
21,ZF,159,161,清热
22,ZF,187,189,行气
23,ZZ,313,315,身热
24,ZZ,340,342,抽搐
25,ZZ,306,308,耳聋
26,ZZ,311,313,口干
27,FY,285,286,鸡
28,FY,252,253,芩
