,entity_class,start_pos,end_pos,content
0,FY,167,172,白花蛇舌草
1,FY,360,365,白花蛇舌草
2,FJ,261,266,芍药甘草汤
3,ZH,82,86,湿热内蕴
4,ZH,25,29,气机阻滞
5,ZH,87,91,气机阻滞
6,SX,420,424,舌质淡红
7,SX,425,429,舌苔薄黄
8,SX,426,430,苔薄黄腻
9,ZZ,379,383,胃脘隐痛
10,FY,244,247,炙甘草
11,FY,344,347,炙甘草
12,FY,154,157,广郁金
13,FY,320,323,广郁金
14,FY,133,136,姜半夏
15,FY,296,299,姜半夏
16,FY,167,170,白花蛇
17,FY,360,363,白花蛇
18,FY,212,215,炒白芍
19,FY,331,334,炒白芍
20,FJ,263,266,甘草汤
21,FJ,113,116,枳术汤
22,FJ,121,124,二陈汤
23,FJ,117,120,四逆汤
24,ZH,25,28,气机阻
25,ZH,87,90,气机阻
26,ZH,82,85,湿热内
27,ZF,233,236,畅气机
28,SX,426,429,苔薄黄
29,SX,420,423,舌质淡
30,FY,158,160,枳壳
31,FY,223,225,枳壳
32,FY,324,326,枳壳
33,FY,155,157,郁金
34,FY,321,323,郁金
35,FY,137,139,苏梗
36,FY,303,305,苏梗
37,FY,355,357,吴萸
38,FY,261,263,芍药
39,FY,134,136,半夏
40,FY,297,299,半夏
41,FY,245,247,甘草
42,FY,263,265,甘草
43,FY,345,347,甘草
44,FY,197,199,白术
45,FY,213,215,白芍
46,FY,257,259,白芍
47,FY,332,334,白芍
48,FY,194,196,茯苓
49,FY,338,340,茯苓
50,FY,151,153,柴胡
51,FY,226,228,柴胡
52,FY,314,316,柴胡
53,FY,175,177,黄连
54,FY,350,352,黄连
55,FY,167,169,白花
56,FY,360,362,白花
57,FY,154,156,广郁
58,FY,320,322,广郁
59,FY,309,311,陈皮
60,ZF,101,103,清热
61,ZF,288,290,清热
62,ZF,160,162,行气
63,ZF,268,270,止痛
64,MX,431,433,脉弦
65,SX,426,428,苔薄
66,ZZ,405,407,嗳气
67,ZZ,410,412,嘈杂
68,ZZ,415,417,口干
69,FY,74,75,米
70,FY,133,134,姜
71,FY,296,297,姜
