,entity_class,start_pos,end_pos,content
0,FJ,460,465,黄连解毒汤
1,FJ,501,506,黄连解毒汤
2,ZF,465,469,清热解毒
3,ZF,480,484,清热解毒
4,ZF,506,510,清热解毒
5,ZF,521,525,清热解毒
6,ZF,530,534,清热解毒
7,ZF,573,577,清热解毒
8,ZZ,135,139,咽喉肿痛
9,ZZ,237,241,咽喉肿痛
10,ZZ,264,268,咽喉肿痛
11,ZZ,335,339,咽喉肿痛
12,ZZ,632,636,咽喉肿痛
13,ZZ,672,676,咽喉肿痛
14,ZZ,729,733,咽喉肿痛
15,ZZ,156,160,小便黄赤
16,ZZ,653,657,小便黄赤
17,ZZ,151,155,大便燥结
18,ZZ,648,652,大便燥结
19,ZZ,305,309,小便短黄
20,ZZ,171,175,口干咽燥
21,ZZ,295,299,口干咽燥
22,ZZ,668,672,口干咽燥
23,FY,477,480,金银花
24,FY,498,501,金银花
25,FY,518,521,金银花
26,FY,491,494,四物汤
27,FY,541,544,四物汤
28,FJ,462,465,解毒汤
29,FJ,503,506,解毒汤
30,FJ,491,494,四物汤
31,FJ,541,544,四物汤
32,ZZ,156,159,小便黄
33,ZZ,653,656,小便黄
34,FY,478,480,银花
35,FY,499,501,银花
36,FY,519,521,银花
37,FY,691,693,川芎
38,FY,700,702,黄柏
39,FY,477,479,金银
40,FY,498,500,金银
41,FY,518,520,金银
42,FY,688,690,白芍
43,FY,694,696,地黄
44,FY,697,699,黄芩
45,FY,460,462,黄连
46,FY,501,503,黄连
47,FY,703,705,黄连
48,ZF,216,218,清热
49,ZF,310,312,清热
50,ZF,465,467,清热
51,ZF,480,482,清热
52,ZF,506,508,清热
53,ZF,521,523,清热
54,ZF,530,532,清热
55,ZF,573,575,清热
56,ZF,708,710,清热
57,ZZ,290,292,心烦
58,ZZ,145,147,头痛
59,ZZ,226,228,头痛
60,ZZ,253,255,头痛
61,ZZ,320,322,头痛
62,ZZ,324,326,头痛
63,ZZ,642,644,头痛
64,ZZ,718,720,头痛
65,ZZ,132,134,疼痛
66,ZZ,249,251,疼痛
67,ZZ,276,278,疼痛
68,ZZ,347,349,疼痛
69,ZZ,629,631,疼痛
70,ZZ,678,680,疼痛
71,ZZ,686,688,疼痛
72,ZZ,741,743,疼痛
73,ZZ,71,73,发热
74,ZZ,171,173,口干
75,ZZ,295,297,口干
76,ZZ,668,670,口干
77,ZZ,148,150,眩晕
78,ZZ,229,231,眩晕
79,ZZ,256,258,眩晕
80,ZZ,327,329,眩晕
81,ZZ,645,647,眩晕
82,ZZ,721,723,眩晕
83,ZZ,137,139,肿痛
84,ZZ,239,241,肿痛
85,ZZ,266,268,肿痛
86,ZZ,337,339,肿痛
87,ZZ,634,636,肿痛
88,ZZ,674,676,肿痛
89,ZZ,731,733,肿痛
90,FY,692,693,芎
91,FY,698,699,芩
