,entity_class,start_pos,end_pos,content
0,ZH,600,604,气滞血瘀
1,ZH,663,667,气滞血瘀
2,ZH,595,599,气血两虚
3,ZH,658,662,气血两虚
4,ZZ,670,674,月经不调
5,ZZ,682,686,月经错后
6,ZZ,692,696,神疲乏力
7,ZH,600,603,气滞血
8,ZH,663,666,气滞血
9,ZH,595,598,气血两
10,ZH,658,661,气血两
11,FJ,37,39,感冒
12,FJ,329,331,感冒
13,ZH,595,597,气血
14,ZH,658,660,气血
15,ZH,600,602,气滞
16,ZH,663,665,气滞
17,ZF,11,13,止痛
18,ZF,590,592,止痛
19,ZF,653,655,止痛
20,ZF,8,10,活血
21,ZF,587,589,活血
22,ZF,650,652,活血
23,ZF,3,5,养血
24,ZF,582,584,养血
25,ZF,645,647,养血
26,ZZ,692,694,神疲
27,ZZ,694,696,乏力
28,ZZ,699,701,腹痛
29,ZZ,39,41,发热
30,ZZ,331,333,发热
31,ZZ,143,145,出血
32,ZZ,435,437,出血
33,FY,19,20,蜜
34,FY,628,629,蜜
35,FY,702,703,蜜
