,entity_class,start_pos,end_pos,content
0,ZH,300,304,脾肾阳虚
1,ZH,177,181,肝脾不和
2,ZF,300,304,脾肾阳虚
3,ZZ,25,29,面色萎黄
4,ZZ,147,151,面色萎黄
5,ZZ,142,146,倦怠乏力
6,ZZ,15,19,腹部胀满
7,ZZ,72,76,腹部胀满
8,ZZ,157,161,腹部胀满
9,ZZ,40,44,少气懒言
10,ZZ,35,39,四肢无力
11,ZZ,30,34,神疲乏力
12,ZZ,82,86,神疲乏力
13,FY,387,390,薏苡仁
14,FY,373,376,广木香
15,FJ,319,322,异功散
16,ZH,6,9,脾虚水
17,ZH,199,202,脾虚水
18,ZH,300,303,脾肾阳
19,MX,58,61,脉沉弱
20,MX,87,90,脉沉弱
21,SX,50,53,舌质淡
22,SX,46,49,苔薄腻
23,FY,325,327,党参
24,FY,366,368,橘红
25,FY,353,355,甘草
26,FY,388,390,苡仁
27,FY,339,341,白术
28,FY,359,361,白芍
29,FY,387,389,薏苡
30,FY,332,334,茯苓
31,FY,374,376,木香
32,FY,381,383,沉香
33,FY,346,348,陈皮
34,SX,46,48,苔薄
35,ZZ,22,24,便溏
36,ZZ,79,81,便溏
37,ZZ,117,119,便溏
38,ZZ,6,8,脾虚
39,ZZ,131,133,脾虚
40,ZZ,199,201,脾虚
41,ZZ,244,246,脾虚
42,ZZ,30,32,神疲
43,ZZ,82,84,神疲
44,ZZ,32,34,乏力
45,ZZ,84,86,乏力
46,ZZ,144,146,乏力
47,ZZ,142,144,倦怠
48,ZZ,93,95,腹满
