,entity_class,start_pos,end_pos,content
0,ZZ,451,455,食欲不振
1,FY,371,374,炒枳壳
2,FY,607,610,炒枳壳
3,FY,577,580,杏仁泥
4,FY,314,317,全瓜蒌
5,FY,570,573,分心木
6,FY,304,307,旋复花
7,FY,540,543,旋复花
8,FY,297,300,代赭石
9,FY,533,536,代赭石
10,FY,589,592,苦桔梗
11,FY,355,358,紫厚朴
12,FY,557,560,建神曲
13,FY,563,566,火麻仁
14,FY,488,491,茜草根
15,FY,527,530,半夏曲
16,FY,327,330,怀牛膝
17,FY,291,294,莱菔子
18,FY,583,586,莱菔子
19,FY,383,386,北沙参
20,FJ,232,235,丹参饮
21,FJ,236,239,半夏汤
22,FY,361,363,桃仁
23,FY,232,234,丹参
24,FY,334,336,丹参
25,FY,614,616,草梢
26,FY,372,374,枳壳
27,FY,608,610,枳壳
28,FY,564,566,麻仁
29,FY,298,300,赭石
30,FY,534,536,赭石
31,FY,551,553,瓜萎
32,FY,488,490,茜草
33,FY,483,485,柿蒂
34,FY,305,307,复花
35,FY,541,543,复花
36,FY,366,368,蔻仁
37,FY,384,386,沙参
38,FY,474,476,沙参
39,FY,590,592,桔梗
40,FY,236,238,半夏
41,FY,527,529,半夏
42,FY,613,615,炙草
43,FY,356,358,厚朴
44,FY,226,228,瓜蒌
45,FY,315,317,瓜蒌
46,FY,558,560,神曲
47,FY,377,379,杏仁
48,FY,577,579,杏仁
49,FY,228,230,薤白
50,FY,285,287,薤白
51,FY,520,522,薤白
52,FY,350,352,砂仁
53,FY,344,346,广皮
54,FY,595,597,广皮
55,FY,222,224,代赭
56,FY,297,299,代赭
57,FY,533,535,代赭
58,FY,86,88,沉香
59,FY,328,330,牛膝
60,FY,468,470,牛膝
61,FY,478,480,丁香
62,FY,258,260,芝麻
63,FY,397,399,芝麻
64,FY,620,622,芝麻
65,FJ,229,231,白散
66,FJ,269,271,通便
67,ZF,276,278,行气
68,ZF,244,246,调气
69,ZZ,42,44,嗳气
70,ZZ,143,145,嗳气
71,ZZ,443,445,嗳气
72,ZZ,512,514,嗳气
73,ZZ,164,166,消瘦
74,ZZ,158,160,食少
75,FY,337,338,米
76,FY,259,260,麻
77,FY,398,399,麻
78,FY,564,565,麻
79,FY,621,622,麻
80,FY,194,195,酒
