,entity_class,start_pos,end_pos,content
0,FJ,766,771,乌鸡白凤丸
1,ZH,533,537,气血两虚
2,ZZ,543,547,腰膝酸软
3,ZZ,510,514,月经不调
4,ZZ,548,552,月经不调
5,ZZ,553,557,白带量多
6,FY,743,746,五灵脂
7,FY,298,301,巴豆油
8,FY,638,641,反甘遂
9,FY,614,617,反藜芦
10,FJ,768,771,白凤丸
11,ZH,533,536,气血两
12,FY,648,650,芫花
13,FY,663,665,芫花
14,FY,673,675,芫花
15,FY,744,746,灵脂
16,FY,102,104,大鼠
17,FY,156,158,大鼠
18,FY,187,189,大鼠
19,FY,319,321,大鼠
20,FY,325,327,大鼠
21,FY,645,647,海藻
22,FY,660,662,海藻
23,FY,665,667,海藻
24,FY,670,672,海藻
25,FY,608,610,人参
26,FY,734,736,萝卜
27,FY,635,637,甘草
28,FY,298,300,巴豆
29,FY,642,644,大戟
30,FY,657,659,大戟
31,FY,667,669,大戟
32,FY,615,617,藜芦
33,FY,621,623,藜芦
34,FY,611,613,白芍
35,FY,766,768,乌鸡
36,FY,146,148,乳糖
37,FY,639,641,甘遂
38,FY,654,656,甘遂
39,FY,747,749,皂荚
40,FJ,831,833,感冒
41,ZH,533,535,气血
42,ZF,500,502,养血
43,ZF,523,525,养血
44,ZZ,307,309,肿胀
45,ZZ,322,324,肿胀
46,ZZ,517,519,腹痛
47,ZZ,833,835,发热
48,ZZ,946,948,赤带
49,ZZ,66,68,出血
50,ZZ,932,934,出血
51,FY,5,6,蜜
52,FY,9,10,蜜
53,FY,369,370,蜜
54,FY,413,414,蜜
55,FY,731,732,茶
56,FY,277,278,鸡
57,FY,767,768,鸡
58,FY,710,711,酒
59,FY,300,301,油
60,FY,696,697,油
