,entity_class,start_pos,end_pos,content
0,ZH,26,30,血分有热
1,ZH,35,39,血分有热
2,ZH,21,25,阴虚阳亢
3,ZH,30,34,阴虚阳亢
4,ZZ,502,506,面色苍白
5,ZZ,589,593,面色苍白
6,ZZ,481,485,腰背酸痛
7,ZZ,568,572,腰背酸痛
8,FY,79,82,五灵脂
9,FJ,344,347,小蜜丸
10,FJ,363,366,小蜜丸
11,FJ,425,428,小蜜丸
12,FJ,613,616,小蜜丸
13,ZH,40,43,胃火炽
14,ZH,21,24,阴虚阳
15,ZH,30,33,阴虚阳
16,FY,80,82,灵脂
17,FY,96,98,萝卜
18,FY,76,78,藜芦
19,FY,83,85,皂荚
20,ZZ,576,578,心悸
21,ZZ,499,501,失眠
22,ZZ,586,588,失眠
23,ZZ,491,493,健忘
24,ZZ,578,580,健忘
25,ZZ,504,506,苍白
26,ZZ,591,593,苍白
27,ZZ,486,488,头晕
28,ZZ,573,575,头晕
29,FY,442,443,蜡
30,FY,345,346,蜜
31,FY,364,365,蜜
32,FY,426,427,蜜
33,FY,614,615,蜜
34,FY,93,94,茶
35,FY,400,401,酒
36,FY,7,8,油
