,entity_class,start_pos,end_pos,content
0,ZF,195,199,健脾益气
1,ZZ,12,16,面色萎黄
2,ZZ,91,95,心悸失眠
3,ZZ,51,55,月经量少
4,ZZ,37,41,失眠多梦
5,ZZ,22,26,食欲不振
6,ZZ,27,31,腹胀便溏
7,ZZ,17,21,神疲乏力
8,ZZ,81,85,神疲乏力
9,FY,290,293,炙甘草
10,FY,282,285,柏子仁
11,FY,239,242,桂圆肉
12,FY,247,250,酸枣仁
13,FJ,205,208,归脾汤
14,ZH,3,6,心脾两
15,ZH,171,174,心脾两
16,MX,67,70,脉细弱
17,MX,99,102,脉细弱
18,SX,62,65,舌质淡
19,ZZ,52,55,经量少
20,FY,218,220,党参
21,FY,262,264,远志
22,FY,282,284,柏子
23,FY,247,249,酸枣
24,FY,232,234,茯神
25,FY,291,293,甘草
26,FY,225,227,白术
27,FY,211,213,黄芪
28,FY,239,241,桂圆
29,FY,248,250,枣仁
30,FY,269,271,木香
31,FY,255,257,当归
32,FY,275,277,山药
33,ZH,157,159,气血
34,ZF,200,202,养血
35,MX,67,69,脉细
36,MX,99,101,脉细
37,SX,96,98,舌淡
38,ZZ,32,34,心悸
39,ZZ,91,93,心悸
40,ZZ,39,41,多梦
41,ZZ,29,31,便溏
42,ZZ,53,55,量少
43,ZZ,17,19,神疲
44,ZZ,81,83,神疲
45,ZZ,19,21,乏力
46,ZZ,83,85,乏力
47,ZZ,27,29,腹胀
48,ZZ,37,39,失眠
49,ZZ,93,95,失眠
50,ZZ,34,36,健忘
51,ZZ,43,45,眩晕
52,ZZ,105,107,出血
53,ZZ,114,116,出血
54,ZZ,88,90,腹张
55,ZZ,86,88,食少
56,FY,239,240,桂
57,FY,248,249,枣
