,entity_class,start_pos,end_pos,content
0,ZH,6,10,饮食停滞
1,ZH,194,198,饮食停滞
2,ZH,125,129,脾虚湿困
3,ZH,162,166,脾胃虚弱
4,SX,32,36,舌苔厚腻
5,ZZ,162,166,脾胃虚弱
6,FY,262,265,鸡内金
7,FY,245,248,焦山楂
8,FY,284,287,刀豆子
9,FY,254,257,莱菔子
10,FJ,232,235,保和丸
11,ZH,162,165,脾胃虚
12,ZH,125,128,脾虚湿
13,SX,33,36,苔厚腻
14,FY,284,286,刀豆
15,FY,246,248,山楂
16,FY,270,272,半夏
17,FY,238,240,神曲
18,FY,142,144,人发
19,FY,277,279,陈皮
20,MX,37,39,脉滑
21,ZZ,27,29,嗳气
22,ZZ,59,61,嗳气
23,ZZ,125,127,脾虚
24,ZZ,24,26,呕吐
25,ZZ,20,22,腹胀
26,ZZ,29,31,厌食
27,ZZ,61,63,厌食
28,ZZ,0,2,呃逆
29,ZZ,64,66,呃逆
30,ZZ,215,217,呃逆
31,FY,89,90,米
32,FY,262,263,鸡
33,FY,83,84,酒
