,entity_class,start_pos,end_pos,content
0,FJ,502,508,香砂六君子汤
1,FJ,183,188,芍药甘草汤
2,FJ,139,144,补中益气汤
3,FY,504,508,六君子汤
4,FJ,504,508,六君子汤
5,ZH,30,34,肝火犯胃
6,ZH,161,165,肝火犯胃
7,ZH,156,160,肝郁化火
8,ZH,397,401,大便秘结
9,ZH,246,250,肝阳上亢
10,ZH,464,468,肝阳上亢
11,ZH,130,134,中气不足
12,ZF,139,143,补中益气
13,ZZ,444,448,胃脘疼痛
14,ZZ,156,160,肝郁化火
15,ZZ,397,401,大便秘结
16,FY,230,233,石决明
17,FY,339,342,石决明
18,FY,297,300,炙甘草
19,FY,328,331,瓦楞子
20,FY,213,216,香橼皮
21,FY,315,318,焦白术
22,FY,309,312,广陈皮
23,FY,321,324,云茯苓
24,FY,282,285,淡吴萸
25,FY,290,293,炒白芍
26,FJ,185,188,甘草汤
27,FJ,172,175,左金丸
28,FJ,141,144,益气汤
29,ZH,25,28,郁而化
30,ZH,35,38,胃气上
31,ZH,30,33,肝火犯
32,ZH,161,164,肝火犯
33,ZH,246,249,肝阳上
34,ZH,464,467,肝阳上
35,ZH,156,159,肝郁化
36,MX,402,405,脉弦细
37,SX,406,409,苔黄腻
38,FY,253,255,桑叶
39,FY,472,474,桑叶
40,FY,283,285,吴萸
41,FY,277,279,川连
42,FY,256,258,菊花
43,FY,477,479,菊花
44,FY,183,185,芍药
45,FY,213,215,香橼
46,FY,185,187,甘草
47,FY,298,300,甘草
48,FY,204,206,白术
49,FY,316,318,白术
50,FY,350,352,乌白
51,FY,291,293,白芍
52,FY,207,209,茯苓
53,FY,322,324,茯苓
54,FY,210,212,陈皮
55,FY,310,312,陈皮
56,FY,231,233,决明
57,FY,340,342,决明
58,FJ,173,175,金丸
59,ZF,175,177,清热
60,ZF,192,194,止痛
61,ZF,235,237,止痛
62,MX,402,404,脉弦
63,SX,406,408,苔黄
64,ZZ,398,400,便秘
65,ZZ,394,396,腹胀
66,ZZ,457,459,头痛
67,ZZ,494,496,头痛
68,ZZ,51,53,疼痛
69,ZZ,67,69,疼痛
70,ZZ,82,84,疼痛
71,ZZ,446,448,疼痛
72,ZZ,392,394,口苦
73,FY,537,538,梅
74,FY,276,277,姜
