,entity_class,start_pos,end_pos,content
0,ZH,105,110,阴虚火旺证
1,ZH,131,135,肾精亏损
2,ZH,246,250,血溢脉外
3,ZH,3,7,阴虚火旺
4,ZH,105,109,阴虚火旺
5,ZH,138,142,阴虚火旺
6,ZH,157,161,阴虚火旺
7,ZH,236,240,阴虚火旺
8,ZF,263,267,凉血止血
9,ZF,258,262,养阴清热
10,ZZ,54,58,潮热盗汗
11,ZZ,48,52,手足心热
12,ZZ,41,45,伴有头晕
13,ZZ,215,219,病程较长
14,FY,281,284,生石膏
15,FY,338,341,侧柏叶
16,FY,330,333,旱莲草
17,FJ,275,278,玉女煎
18,ZH,3,6,阴虚火
19,ZH,105,108,阴虚火
20,ZH,138,141,阴虚火
21,ZH,157,160,阴虚火
22,ZH,236,239,阴虚火
23,ZH,145,148,胃热炽
24,MX,66,69,脉细数
25,SX,59,62,舌质红
26,FY,316,318,丹皮
27,FY,282,284,石膏
28,FY,289,291,熟地
29,FY,346,348,茜草
30,FY,338,340,侧柏
31,FY,302,304,知母
32,FY,330,332,旱莲
33,FY,281,283,生石
34,FY,339,341,柏叶
35,FY,296,298,麦冬
36,FY,309,311,牛膝
37,FY,353,355,紫草
38,FY,323,325,生地
39,ZF,260,262,清热
40,MX,66,68,脉细
41,SX,63,65,少苔
42,ZZ,45,47,心烦
43,ZZ,56,58,盗汗
44,ZZ,164,166,灼热
45,ZZ,43,45,头晕
46,ZZ,34,36,鼻衄
47,FY,296,297,麦
