,entity_class,start_pos,end_pos,content
0,FJ,639,644,乌鸡白凤丸
1,FJ,877,882,乌鸡白凤丸
2,FJ,899,904,乌鸡白凤丸
3,ZH,1007,1011,气血两虚
4,ZZ,1017,1021,腰膝酸软
5,ZZ,762,766,带下量多
6,ZZ,750,754,月经过多
7,ZZ,66,70,月经不调
8,ZZ,789,793,月经量少
9,ZZ,1022,1026,月经量少
10,ZZ,795,799,月经错后
11,FY,616,619,五灵脂
12,FY,725,728,五灵脂
13,FY,361,364,巴豆油
14,FY,1104,1107,桑螵蛸
15,FY,516,519,反甘遂
16,FY,484,487,反藜芦
17,FY,1069,1072,鹿角胶
18,FY,1117,1120,熟地黄
19,FY,1130,1133,银柴胡
20,FJ,641,644,白凤丸
21,FJ,879,882,白凤丸
22,FJ,901,904,白凤丸
23,FJ,1069,1072,鹿角胶
24,FJ,31,34,小蜜丸
25,ZH,1007,1010,气血两
26,ZZ,790,793,经量少
27,ZZ,1023,1026,经量少
28,FY,1124,1126,川芎
29,FY,1085,1087,丹参
30,FY,1117,1119,熟地
31,FY,526,528,芫花
32,FY,541,543,芫花
33,FY,617,619,灵脂
34,FY,726,728,灵脂
35,FY,1088,1090,香附
36,FY,165,167,大鼠
37,FY,219,221,大鼠
38,FY,250,252,大鼠
39,FY,382,384,大鼠
40,FY,388,390,大鼠
41,FY,1073,1075,鳖甲
42,FY,523,525,海藻
43,FY,538,540,海藻
44,FY,1098,1100,牡蛎
45,FY,478,480,人参
46,FY,1079,1081,人参
47,FY,602,604,萝卜
48,FY,607,609,萝卜
49,FY,713,715,萝卜
50,FY,513,515,甘草
51,FY,1108,1110,甘草
52,FY,1127,1129,黄芪
53,FY,361,363,巴豆
54,FY,520,522,大戟
55,FY,535,537,大戟
56,FY,1134,1136,芡实
57,FY,485,487,藜芦
58,FY,491,493,藜芦
59,FY,493,495,藜芦
60,FY,499,501,藜芦
61,FY,722,724,藜芦
62,FY,481,483,白芍
63,FY,1082,1084,白芍
64,FY,1105,1107,螵蛸
65,FY,1118,1120,地黄
66,FY,1121,1123,地黄
67,FY,639,641,乌鸡
68,FY,877,879,乌鸡
69,FY,899,901,乌鸡
70,FY,1060,1062,乌鸡
71,FY,1095,1097,当归
72,FY,1131,1133,柴胡
73,FY,209,211,乳糖
74,FY,1069,1071,鹿角
75,FY,1111,1113,青蒿
76,FY,1114,1116,天冬
77,FY,517,519,甘遂
78,FY,532,534,甘遂
79,FY,620,622,皂荚
80,FY,729,731,皂荚
81,FY,1140,1142,山药
82,FJ,738,740,感冒
83,ZH,1007,1009,气血
84,ZF,56,58,养血
85,ZF,997,999,养血
86,ZZ,791,793,量少
87,ZZ,1024,1026,量少
88,ZZ,370,372,肿胀
89,ZZ,385,387,肿胀
90,ZZ,73,75,腹痛
91,ZZ,129,131,出血
92,ZZ,806,808,出血
93,FY,952,953,蜡
94,FY,24,25,蜜
95,FY,32,33,蜜
96,FY,40,41,蜜
97,FY,684,685,蜜
98,FY,1091,1092,醋
99,FY,599,600,茶
100,FY,604,605,茶
101,FY,710,711,茶
102,FY,1125,1126,芎
103,FY,340,341,鸡
104,FY,640,641,鸡
105,FY,878,879,鸡
106,FY,900,901,鸡
107,FY,1061,1062,鸡
108,FY,578,579,酒
109,FY,363,364,油
110,FY,564,565,油
