,entity_class,start_pos,end_pos,content
0,FJ,126,131,三一承气汤
1,ZZ,78,82,口渴咽干
2,FY,35,38,益元散
3,FY,27,30,五苓散
4,FJ,31,34,八正散
5,FJ,152,155,舟车丸
6,FJ,35,38,益元散
7,FJ,27,30,五苓散
8,FJ,61,64,八味丸
9,FJ,93,96,润肠丸
10,FJ,156,159,遇仙丹
11,FJ,89,92,脾约丸
12,ZH,216,219,气机郁
13,FY,289,291,川芎
14,FY,314,316,枳壳
15,FY,280,282,苏梗
16,FY,286,288,山栀
17,FY,273,275,香附
18,FY,319,321,甘草
19,FY,295,297,苍术
20,FY,304,306,神曲
21,FY,80,82,咽干
22,FY,283,285,连翘
23,FY,298,300,黄芩
24,ZH,449,451,气血
25,ZZ,327,329,嗳气
26,ZZ,0,2,便秘
27,ZZ,3,5,便秘
28,ZZ,8,10,便秘
29,ZZ,15,17,便秘
30,ZZ,239,241,便秘
31,ZZ,379,381,便秘
32,ZZ,80,82,咽干
33,ZZ,78,80,口渴
34,ZZ,117,119,腹满
35,FY,275,276,醋
36,FY,194,195,米
37,FY,197,198,茶
38,FY,290,291,芎
39,FY,299,300,芩
40,FY,356,357,姜
41,FY,232,233,糟
