,entity_class,start_pos,end_pos,content
0,ZH,111,116,风寒痹阻证
1,ZH,259,264,风寒痹阻证
2,ZH,354,359,风寒痹阻证
3,ZH,171,175,阴虚火旺
4,ZH,106,110,肾阳不足
5,ZH,254,258,肾阳不足
6,ZH,349,353,肾阳不足
7,ZZ,119,123,关节疼痛
8,ZZ,267,271,关节疼痛
9,ZZ,362,366,关节疼痛
10,ZZ,56,60,腰膝酸软
11,ZZ,51,55,精神不振
12,ZZ,46,50,神疲乏力
13,ZH,171,174,阴虚火
14,ZH,111,114,风寒痹
15,ZH,259,262,风寒痹
16,ZH,354,357,风寒痹
17,ZH,111,113,风寒
18,ZH,259,261,风寒
19,ZH,354,356,风寒
20,ZZ,211,213,呕吐
21,ZZ,272,274,肿胀
22,ZZ,367,369,肿胀
23,ZZ,46,48,神疲
24,ZZ,48,50,乏力
25,ZZ,20,22,灼热
26,ZZ,121,123,疼痛
27,ZZ,269,271,疼痛
28,ZZ,364,366,疼痛
29,ZZ,12,14,恶心
30,ZZ,208,210,恶心
31,ZZ,73,75,肢冷
32,ZZ,214,216,头晕
33,ZZ,75,77,尿频
34,FY,429,430,麻
