,entity_class,start_pos,end_pos,content
0,ZH,133,137,痰湿内停
1,ZH,270,274,痰湿内停
2,ZF,314,318,芳香化湿
3,ZZ,28,32,不思饮食
4,ZZ,44,48,形体肥胖
5,ZZ,33,37,心悸气短
6,ZZ,18,22,呕吐痰涎
7,ZZ,256,260,呕吐痰涎
8,ZZ,295,299,呕吐痰涎
9,ZZ,23,27,胸脘满闷
10,FJ,327,330,茯苓汤
11,ZH,133,136,痰湿内
12,ZH,270,273,痰湿内
13,ZH,3,6,痰湿阻
14,FY,339,341,生姜
15,FY,324,326,半夏
16,FY,333,335,半夏
17,FY,353,355,白术
18,FY,360,362,砂仁
19,FY,327,329,茯苓
20,FY,346,348,茯苓
21,FY,366,368,陈皮
22,MX,55,57,脉滑
23,SX,49,51,苔白
24,ZZ,33,35,心悸
25,ZZ,127,129,多痰
26,ZZ,112,114,脾虚
27,ZZ,120,122,脾虚
28,ZZ,265,267,脾虚
29,ZZ,18,20,呕吐
30,ZZ,76,78,呕吐
31,ZZ,256,258,呕吐
32,ZZ,295,297,呕吐
33,ZZ,35,37,气短
34,FY,340,341,姜
