,entity_class,start_pos,end_pos,content
0,ZZ,12,18,肢体痿软无力
1,FJ,210,215,参苓白术散
2,ZH,122,126,脾胃气虚
3,ZH,155,159,气阴两虚
4,ZH,3,7,脾胃虚弱
5,ZH,164,168,脾胃虚弱
6,ZF,200,204,健脾益气
7,ZZ,26,30,肌肉萎缩
8,ZZ,92,96,肌肉萎缩
9,ZZ,42,46,面色萎黄
10,ZZ,12,16,肢体痿软
11,ZZ,78,82,肢体痿软
12,ZZ,183,187,肢体痿软
13,ZZ,87,91,形体消瘦
14,ZZ,31,35,食少腹胀
15,ZZ,3,7,脾胃虚弱
16,ZZ,164,168,脾胃虚弱
17,ZZ,52,56,神疲乏力
18,FY,288,291,炙甘草
19,FY,253,256,薏苡仁
20,FY,261,264,莲子肉
21,FJ,212,215,白术散
22,ZH,3,6,脾胃虚
23,ZH,164,167,脾胃虚
24,ZH,155,158,气阴两
25,ZH,122,125,脾胃气
26,MX,64,67,脉细弱
27,SX,57,60,舌质淡
28,ZZ,37,40,大便溏
29,FY,218,220,党参
30,FY,282,284,桔梗
31,FY,289,291,甘草
32,FY,254,256,苡仁
33,FY,212,214,白术
34,FY,232,234,白术
35,FY,253,255,薏苡
36,FY,276,278,砂仁
37,FY,246,248,扁豆
38,FY,296,298,大枣
39,FY,225,227,茯苓
40,FY,269,271,陈皮
41,FY,261,263,莲子
42,FY,239,241,山药
43,ZH,169,171,气血
44,MX,64,66,脉细
45,SX,61,63,苔白
46,ZZ,38,40,便溏
47,ZZ,52,54,神疲
48,ZZ,54,56,乏力
49,ZZ,106,108,乏力
50,ZZ,33,35,腹胀
51,ZZ,89,91,消瘦
52,ZZ,31,33,食少
53,ZZ,104,106,食少
54,FY,297,298,枣
