,entity_class,start_pos,end_pos,content
0,ZH,624,628,阴虚火旺
1,ZH,1072,1076,阴虚火旺
2,ZH,651,655,肾阳不足
3,ZH,1004,1008,肾阳不足
4,ZZ,629,633,五心烦热
5,ZZ,663,667,五心烦热
6,ZZ,1077,1081,五心烦热
7,FY,93,96,五灵脂
8,FY,456,459,五灵脂
9,FY,765,768,五灵脂
10,ZH,624,627,阴虚火
11,ZH,1072,1075,阴虚火
12,FY,94,96,灵脂
13,FY,457,459,灵脂
14,FY,766,768,灵脂
15,FY,111,113,萝卜
16,FY,474,476,萝卜
17,FY,596,598,萝卜
18,FY,90,92,藜芦
19,FY,453,455,藜芦
20,FY,762,764,藜芦
21,FY,97,99,皂荚
22,FY,460,462,皂荚
23,FY,769,771,皂荚
24,FJ,16,18,感冒
25,FJ,379,381,感冒
26,FJ,688,690,感冒
27,ZH,656,658,气血
28,ZH,1009,1011,气血
29,ZF,646,648,养血
30,ZF,999,1001,养血
31,ZZ,630,632,心烦
32,ZZ,664,666,心烦
33,ZZ,1078,1080,心烦
34,ZZ,631,633,烦热
35,ZZ,665,667,烦热
36,ZZ,1079,1081,烦热
37,FY,339,340,蜜
38,FY,661,662,蜜
39,FY,776,777,蜜
40,FY,785,786,蜜
41,FY,870,871,蜜
42,FY,107,108,茶
43,FY,470,471,茶
44,FY,4,5,油
45,FY,367,368,油
46,FY,617,618,油
47,FY,676,677,油
