,entity_class,start_pos,end_pos,content
0,FY,258,262,生怀山药
1,ZH,6,10,肝郁化火
2,ZH,169,173,肝郁化火
3,ZH,303,307,饮食停滞
4,ZZ,6,10,肝郁化火
5,ZZ,169,173,肝郁化火
6,FY,259,262,怀山药
7,FY,246,249,生杭芍
8,FY,236,239,生赭石
9,FY,281,284,生麦芽
10,FY,270,273,怀牛膝
11,ZH,28,31,胃气上
12,ZH,191,194,胃气上
13,ZH,341,344,胃气上
14,ZH,6,9,肝郁化
15,ZH,169,172,肝郁化
16,FY,237,239,赭石
17,FY,292,294,甘草
18,FY,247,249,杭芍
19,FY,287,289,茵陈
20,FY,282,284,麦芽
21,FY,276,278,当归
22,FY,271,273,牛膝
23,FY,265,267,天冬
24,FY,260,262,山药
25,FJ,122,124,通便
26,FJ,203,205,通便
27,ZF,216,218,降胃
28,MX,147,149,脉弦
29,ZZ,0,2,呕吐
30,ZZ,3,5,呕吐
31,ZZ,37,39,呕吐
32,ZZ,114,116,呕吐
33,ZZ,230,232,呕吐
34,ZZ,371,373,呕吐
35,ZZ,366,368,便秘
36,FY,282,283,麦
