,entity_class,start_pos,end_pos,content
0,FJ,208,214,香砂六君子汤
1,FY,210,214,六君子汤
2,FJ,210,214,六君子汤
3,ZH,103,107,脾胃虚寒
4,ZH,186,190,升降失常
5,ZH,6,10,脾胃虚弱
6,ZH,86,90,脾胃虚弱
7,ZH,133,137,脾胃虚弱
8,ZH,176,180,脾胃虚弱
9,ZH,114,118,脾肾阳虚
10,ZF,198,202,健脾益气
11,ZF,114,118,脾肾阳虚
12,ZZ,32,36,面色无华
13,ZZ,6,10,脾胃虚弱
14,ZZ,86,90,脾胃虚弱
15,ZZ,133,137,脾胃虚弱
16,ZZ,176,180,脾胃虚弱
17,ZZ,27,31,神疲乏力
18,ZZ,66,70,神疲乏力
19,ZH,114,117,脾肾阳
20,ZH,6,9,脾胃虚
21,ZH,86,89,脾胃虚
22,ZH,103,106,脾胃虚
23,ZH,133,136,脾胃虚
24,ZH,176,179,脾胃虚
25,ZH,128,131,虚实夹
26,ZH,191,194,胃气上
27,ZH,150,153,水湿内
28,ZH,161,164,脾虚湿
29,MX,45,48,脉沉缓
30,MX,75,78,脉沉缓
31,SX,37,40,舌质淡
32,SX,71,74,舌质淡
33,FY,245,247,党参
34,FY,238,240,半夏
35,FY,266,268,甘草
36,FY,252,254,白术
37,FY,224,226,砂仁
38,FY,259,261,茯苓
39,FY,217,219,木香
40,FY,231,233,陈皮
41,SX,41,43,苔白
42,ZZ,0,2,嗳气
43,ZZ,15,17,嗳气
44,ZZ,156,158,脾虚
45,ZZ,161,163,脾虚
46,ZZ,27,29,神疲
47,ZZ,66,68,神疲
48,ZZ,29,31,乏力
49,ZZ,68,70,乏力
50,ZZ,3,5,倒饱
