word,label,bound,flag,radical,pinyin
 ,O,S,x,UNK,UNK
尚,O,S,d,小,shàng
不,O,S,d,一,bù
明,O,B,ad,日,míng
确,O,E,ad,石,què
。,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
本,O,B,n,木,běn
品,O,E,n,口,pǐn
为,O,S,p,丶,wéi
棕,O,B,n,木,zōng
红,O,M,n,纟,hóng
色,O,E,n,色,sè
的,O,S,uj,白,dí
澄,O,B,v,氵,chéng
请,O,E,v,讠,qǐng
液,O,B,n,氵,yè
体,O,E,n,亻,tǐ
；,O,S,x,UNK,UNK
味,O,S,ng,口,wèi
甜,O,S,a,甘,tián
、,O,S,x,UNK,UNK
微,O,B,v,彳,wēi
咸,O,E,v,口,xián
。,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
口,O,B,n,口,kǒu
服,O,E,n,月,fú
，,O,S,x,UNK,UNK
一,O,B,m,一,yī
次,O,E,m,欠,cì
4,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
毫,O,B,q,毛,háo
升,O,E,q,十,shēng
（,O,S,x,UNK,UNK
2,O,S,m,UNK,UNK
支,O,S,v,支,zhī
）,O,S,x,UNK,UNK
，,O,S,x,UNK,UNK
一,O,B,m,一,yī
日,O,E,m,日,rì
1,O,S,x,UNK,UNK
-,O,S,x,UNK,UNK
2,O,S,m,UNK,UNK
次,O,S,t,欠,cì
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
山,O,B,ns,山,shān
东,O,E,ns,一,dōng
东,O,B,ns,一,dōng
阿,O,E,ns,阝,ā
阿,B-FY,B,n,阝,ā
胶,E-FY,E,n,月,jiāo
股,O,B,n,月,gǔ
份,O,E,n,亻,fèn
有,O,B,n,月,yǒu
限,O,M,n,阝,xiàn
公,O,M,n,八,gōng
司,O,E,n,口,sī
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
1,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
忌,O,S,v,心,jì
辛,O,B,z,辛,xīn
辣,O,E,z,辛,là
、,O,S,x,UNK,UNK
生,O,B,vn,生,shēng
冷,O,E,vn,冫,lěng
、,O,S,x,UNK,UNK
油,S-FY,B,n,氵,yóu
腻,O,E,n,月,nì
食,O,B,n,飠,shí
物,O,E,n,牜,wù
。,O,S,x,UNK,UNK
2,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
感,B-FJ,B,v,心,gǎn
冒,E-FJ,E,v,冂,mào
发,B-ZZ,B,v,又,fā
热,E-ZZ,E,v,灬,rè
病,O,B,n,疒,bìng
人,O,E,n,人,rén
不,O,B,a,一,bù
宜,O,E,a,宀,yí
服,O,B,vn,月,fú
用,O,E,vn,用,yòng
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
3,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
本,O,B,n,木,běn
品,O,E,n,口,pǐn
宜,O,S,vg,宀,yí
饭,O,B,t,饣,fàn
前,O,E,t,刂,qián
服,O,B,vn,月,fú
用,O,E,vn,用,yòng
。,O,S,x,UNK,UNK
4,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
高,O,B,n,高,gāo
血,O,M,n,血,xiě
压,O,E,n,厂,yā
、,O,S,x,UNK,UNK
心,O,B,n,心,xīn
脏,O,M,n,月,zàng
病,O,E,n,疒,bìng
、,O,S,x,UNK,UNK
肝,O,B,n,月,gān
病,O,E,n,疒,bìng
、,O,S,x,UNK,UNK
肾,O,B,n,月,shèn
病,O,E,n,疒,bìng
等,O,S,u,竹,děng
慢,O,B,n,忄,màn
性,O,M,n,忄,xìng
病,O,E,n,疒,bìng
息,O,B,n,心,xī
者,O,E,n,耂,zhě
应,O,S,v,广,yīng
在,O,S,p,土,zài
医,O,B,n,匚,yī
师,O,E,n,巾,shī
指,O,B,n,扌,zhǐ
导,O,E,n,寸,dǎo
下,O,S,f,一,xià
服,O,B,vn,月,fú
用,O,E,vn,用,yòng
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
5,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
