word,label,bound,flag,radical,pinyin
痢,O,B,n,疒,lì
疾,O,E,n,疒,jí
。,O,S,x,UNK,UNK
痢,O,B,n,疒,lì
疾,O,E,n,疒,jí
。,O,S,x,UNK,UNK
噤,O,B,n,口,jìn
口,O,M,n,口,kǒu
痢,O,E,n,疒,lì
。,O,S,x,UNK,UNK
举,O,B,n,丶,jǔ
家,O,E,n,宀,jiā
数,O,B,n,攵,shù
口,O,E,n,口,kǒu
，,O,S,x,UNK,UNK
寄,O,B,n,宀,jì
食,O,E,n,飠,shí
友,O,B,n,又,yǒu
家,O,E,n,宀,jiā
不,O,B,v,一,bù
能,O,E,v,月,néng
还,O,B,v,辶,huán
乡,O,E,v,乙,xiāng
，,O,S,x,UNK,UNK
后,O,S,f,口,hòu
友,O,B,n,又,yǒu
家,O,E,n,宀,jiā
助,O,B,v,力,zhù
以,O,E,v,人,yǐ
资,O,B,n,贝,zī
费,O,E,n,贝,fèi
令,O,S,v,人,líng
还,O,B,v,辶,huán
乡,O,E,v,乙,xiāng
，,O,S,x,UNK,UNK
道,O,B,n,辶,dào
路,O,E,n,足,lù
又,O,S,d,又,yòu
复,O,S,v,夂,fù
不,O,B,a,一,bù
通,O,E,a,辶,tōng
，,O,S,x,UNK,UNK
日,O,B,t,日,rì
夜,O,E,t,夕,yè
焦,O,B,nr,灬,jiāo
思,O,E,nr,心,sī
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
频,O,S,n,页,pín
动,O,B,n,力,dòng
肝,O,M,n,月,gān
火,O,E,n,火,huǒ
，,O,S,x,UNK,UNK
时,O,S,ng,日,shí
当,O,S,p,彐,dāng
孟,O,B,nr,子,mèng
秋,O,E,nr,禾,qiū
，,O,S,x,UNK,UNK
心,O,B,n,心,xīn
热,O,E,n,灬,rè
贪,O,B,a,贝,tān
凉,O,E,a,冫,liáng
，,O,S,x,UNK,UNK
多,O,S,m,夕,duō
食,O,S,n,飠,shí
瓜,O,B,n,瓜,guā
果,O,E,n,木,guǒ
，,O,S,x,UNK,UNK
致,O,S,v,至,zhì
患,O,S,n,心,huàn
下,O,B,n,一,xià
痢,O,E,n,疒,lì
。,O,S,x,UNK,UNK
证,O,B,n,讠,zhèng
候,O,E,n,亻,hòu
:,O,S,x,UNK,UNK
一,O,S,m,一,yī
日,O,B,t,日,rì
夜,O,E,t,夕,yè
下,O,B,n,一,xià
痢,O,E,n,疒,lì
十,O,B,m,十,shí
五,O,M,m,二,wǔ
六,O,E,m,八,liù
次,O,S,q,欠,cì
，,O,S,x,UNK,UNK
多,O,S,m,夕,duō
鲜,O,B,n,鱼,xiān
血,O,E,n,血,xiě
，,O,S,x,UNK,UNK
后,O,B,n,口,hòu
重,O,E,n,里,zhòng
甚,O,B,d,甘,shèn
剧,O,E,d,刂,jù
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
复,O,S,vg,夂,fù
査,O,S,zg,木,chá
偶,O,S,n,亻,ǒu
觉,O,S,v,见,jué
疼,O,S,v,疒,téng
即,O,S,v,卩,jí
须,O,S,d,页,xū
人,O,S,n,人,rén
厕,O,S,ng,厂,cè
，,O,S,x,UNK,UNK
便,O,S,d,亻,biàn
白,O,S,a,白,bái
，,O,S,x,UNK,UNK
移,O,S,v,禾,yí
时,O,S,ng,日,shí
疼,O,B,v,疒,téng
始,O,E,v,女,shǐ
稍,O,B,d,禾,shāo
愈,O,E,d,心,yù
，,O,S,x,UNK,UNK
病,O,S,n,疒,bìng
已,O,S,d,己,yǐ
五,O,B,t,二,wǔ
日,O,E,t,日,rì
，,O,S,x,UNK,UNK
分,O,B,m,刀,fēn
毫,O,E,m,毛,háo
不,O,B,v,一,bù
能,O,E,v,月,néng
进,O,B,v,辶,jìn
食,O,E,v,飠,shí
，,O,S,x,UNK,UNK
惟,O,B,b,忄,wéi
一,O,E,b,一,yī
日,O,S,m,日,rì
之,O,B,f,丶,zhī
间,O,E,f,门,jiān
强,O,S,a,弓,qiáng
饮,O,S,n,饣,yǐn
米,S-FY,B,nr,米,mǐ
汤,O,E,nr,氵,tāng
数,O,B,n,攵,shù
口,O,E,n,口,kǒu
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
其,O,S,r,八,qí
脉,O,S,ng,月,mài
左,O,B,m,工,zuǒ
部,O,E,m,阝,bù
弦,O,S,n,弓,xián
而,O,S,c,而,ér
硬,O,S,a,石,yìng
，,O,S,x,UNK,UNK
右,O,B,f,口,yòu
部,O,E,f,阝,bù
弦,O,S,n,弓,xián
而,O,S,c,而,ér
浮,O,S,n,氵,fú
，,O,S,x,UNK,UNK
其,O,S,r,八,qí
搏,O,S,vg,扌,bó
五,O,S,m,二,wǔ
至,O,S,p,至,zhì
，,O,S,x,UNK,UNK
心,O,B,s,心,xīn
中,O,E,s,丨,zhōng
发,B-ZZ,B,v,又,fā
热,E-ZZ,E,v,灬,rè
，,O,S,x,UNK,UNK
常,O,B,n,巾,cháng
觉,O,E,n,见,jué
恶,B-ZZ,B,n,心,è
心,E-ZZ,E,n,心,xīn
。,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
氏,O,M,nr,氏,shì
乃,O,E,nr,丿,nǎi
学,O,B,n,子,xué
贯,O,M,n,贝,guàn
中,O,M,n,丨,zhōng
西,O,E,n,覀,xī
的,O,S,uj,白,dí
一,O,B,m,一,yī
代,O,E,m,亻,dài
名,O,B,n,口,míng
医,O,E,n,匚,yī
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
在,O,S,p,土,zài
治,O,S,v,氵,zhì
噤,O,B,n,口,jìn
口,O,M,n,口,kǒu
痢,O,E,n,疒,lì
这,O,B,r,辶,zhè
类,O,E,r,米,lèi
病,O,S,n,疒,bìng
中,O,S,f,丨,zhōng
，,O,S,x,UNK,UNK
除,O,S,p,阝,chú
考,O,B,v,耂,kǎo
虑,O,E,v,虍,lǜ
到,O,S,v,刂,dào
饮,O,B,n,饣,yǐn
食,O,E,n,飠,shí
、,O,S,x,UNK,UNK
气,O,B,n,气,qì
候,O,E,n,亻,hòu
因,O,B,n,囗,yīn
素,O,E,n,糸,sù
之,O,B,f,丶,zhī
外,O,E,f,夕,wài
，,O,S,x,UNK,UNK
特,O,B,d,牜,tè
别,O,E,d,刂,bié
没,O,B,v,氵,méi
有,O,E,v,月,yǒu
忘,O,B,v,心,wàng
记,O,E,v,讠,jì
与,O,S,p,一,yǔ
该,O,B,r,讠,gāi
病,O,E,r,疒,bìng
有,O,B,vn,月,yǒu
关,O,E,vn,丷,guān
的,O,S,uj,白,dí
情,O,B,n,忄,qíng
志,O,E,n,心,zhì
因,O,B,n,囗,yīn
素,O,E,n,糸,sù
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
在,O,S,p,土,zài
医,O,B,n,匚,yī
案,O,E,n,木,àn
中,O,S,f,丨,zhōng
详,O,B,v,讠,xiáng
记,O,E,v,讠,jì
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
思,O,B,v,心,sī
虑,O,E,v,虍,lǜ
伤,O,S,v,亻,shāng
脾,O,S,n,月,pí
、,O,S,x,UNK,UNK
躁,O,B,vn,足,zào
动,O,E,vn,力,dòng
伤,O,B,n,亻,shāng
肝,O,E,n,月,gān
的,O,S,uj,白,dí
情,O,B,n,忄,qíng
况,O,E,n,冫,kuàng
。,O,S,x,UNK,UNK
处,O,B,n,夂,chǔ
方,O,E,n,方,fāng
中,O,S,f,丨,zhōng
注,O,B,v,氵,zhù
意,O,E,v,心,yì
平,O,S,n,干,píng
肝,O,B,n,月,gān
气,O,E,n,气,qì
、,O,S,x,UNK,UNK
降,O,S,v,阝,jiàng
冒,O,B,v,冂,mào
火,O,E,v,火,huǒ
、,O,S,x,UNK,UNK
滋,B-ZF,B,n,氵,zī
阴,I-ZF,E,n,阝,yīn
清,I-ZF,B,a,氵,qīng
热,E-ZF,E,a,灬,rè
。,O,S,x,UNK,UNK
药,O,B,n,艹,yào
疗,O,E,n,疒,liáo
兼,O,S,v,丷,jiān
食,O,B,n,飠,shí
疗,O,E,n,疒,liáo
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
使,O,S,v,亻,shǐ
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
很,O,B,d,彳,hěn
快,O,E,d,忄,kuài
痊,O,B,v,疒,quán
愈,O,E,v,心,yù
。,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
氏,O,E,nr,氏,shì
的,O,S,uj,白,dí
这,O,B,r,辶,zhè
些,O,E,r,二,xiē
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
思,O,B,n,心,sī
维,O,E,n,纟,wéi
和,O,S,c,口,hé
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
经,O,B,n,纟,jīng
验,O,E,n,马,yàn
，,O,S,x,UNK,UNK
很,O,S,zg,彳,hěn
值,O,B,v,亻,zhí
得,O,E,v,彳,dé
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
继,O,B,v,纟,jì
承,O,E,v,乙,chéng
并,O,S,c,干,bìng
发,O,B,i,又,fā
扬,O,M,i,扌,yáng
光,O,M,i,儿,guāng
大,O,E,i,大,dà
，,O,S,x,UNK,UNK
将,O,S,d,寸,jiāng
大,O,B,i,大,dà
有,O,M,i,月,yǒu
裨,O,M,i,衤,bì
益,O,E,i,皿,yì
。,O,S,x,UNK,UNK
生,B-FY,S,v,生,shēng
杭,I-FY,S,j,木,háng
芍,E-FY,S,n,艹,sháo
一,O,B,m,一,yī
两,O,E,m,一,liǎng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
生,B-FY,B,vn,生,shēng
怀,I-FY,E,vn,忄,huái
山,I-FY,B,n,山,shān
药,E-FY,E,n,艹,yào
一,O,B,m,一,yī
两,O,E,m,一,liǎng
，,O,S,x,UNK,UNK
滑,B-FY,B,nr,氵,huá
石,E-FY,E,nr,石,shí
七,O,S,m,一,qī
钱,O,S,n,钅,qián
，,O,S,x,UNK,UNK
白,B-FY,B,nr,白,bái
头,I-FY,M,nr,大,tóu
翁,E-FY,E,nr,羽,wēng
五,O,S,m,二,wǔ
钱,O,S,n,钅,qián
