word,label,bound,flag,radical,pinyin
吐,B-ZZ,B,v,口,tǔ
血,E-ZZ,E,v,血,xiě
。,O,S,x,UNK,UNK
吐,B-ZZ,B,v,口,tǔ
血,E-ZZ,E,v,血,xiě
。,O,S,x,UNK,UNK
郁,O,B,i,阝,yù
火,O,M,i,火,huǒ
久,O,M,i,丿,jiǔ
蒸,O,E,i,艹,zhēng
，,O,S,x,UNK,UNK
肺,O,B,n,月,fèi
胃,O,E,n,月,wèi
复,O,B,v,夂,fù
缘,O,E,v,纟,yuán
暑,O,B,n,日,shǔ
热,O,E,n,灬,rè
外,O,S,f,夕,wài
逼,O,S,v,辶,bī
，,O,S,x,UNK,UNK
伤,O,B,v,亻,shāng
及,O,E,v,又,jí
阳,O,B,n,阝,yáng
络,O,E,n,纟,luò
，,O,S,x,UNK,UNK
致,O,S,v,至,zhì
血,O,B,n,血,xiě
海,O,E,n,氵,hǎi
不,O,B,v,一,bù
敛,O,E,v,攵,liǎn
。,O,S,x,UNK,UNK
吐,B-ZZ,B,v,口,tǔ
血,E-ZZ,E,v,血,xiě
倾,O,B,n,亻,qīng
盆,O,E,n,皿,pén
，,O,S,x,UNK,UNK
数,O,B,m,攵,shù
日,O,E,m,日,rì
不,O,B,v,一,bù
止,O,E,v,止,zhǐ
，,O,S,x,UNK,UNK
目,O,B,n,目,mù
闭,O,E,n,门,bì
神,B-ZZ,B,v,礻,shén
昏,E-ZZ,E,v,日,hūn
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
面,O,S,n,面,miàn
赤,O,B,n,赤,chì
肢,O,E,n,月,zhī
软,O,S,n,车,ruǎn
，,O,S,x,UNK,UNK
息,O,S,n,心,xī
粗,O,S,a,米,cū
难,O,S,a,隹,nán
卧,O,S,v,卜,wò
，,O,S,x,UNK,UNK
脉,O,S,ng,月,mài
左,O,S,f,工,zuǒ
沉,O,S,v,氵,chén
右,O,S,f,口,yòu
洪,O,S,nr,氵,hóng
，,O,S,x,UNK,UNK
重,O,S,a,里,zhòng
按,O,S,p,扌,àn
幸,O,S,a,干,xìng
尚,O,B,v,小,shàng
有,O,E,v,月,yǒu
根,O,S,p,木,gēn
，,O,S,x,UNK,UNK
此,O,S,r,止,cǐ
郁,O,B,i,阝,yù
火,O,M,i,火,huǒ
久,O,M,i,丿,jiǔ
蒸,O,E,i,艹,zhēng
，,O,S,x,UNK,UNK
肺,O,B,n,月,fèi
胃,O,E,n,月,wèi
复,O,B,v,夂,fù
缘,O,E,v,纟,yuán
暑,O,B,n,日,shǔ
热,O,E,n,灬,rè
外,O,S,f,夕,wài
逼,O,S,v,辶,bī
，,O,S,x,UNK,UNK
伤,O,B,v,亻,shāng
及,O,E,v,又,jí
阳,O,B,n,阝,yáng
络,O,E,n,纟,luò
，,O,S,x,UNK,UNK
