word,label,bound,flag,radical,pinyin
 ,O,S,x,UNK,UNK
口,O,B,n,口,kǒu
服,O,E,n,月,fú
。,O,S,x,UNK,UNK
一,O,B,m,一,yī
次,O,E,m,欠,cì
5,O,S,m,UNK,UNK
粒,O,S,n,米,lì
，,O,S,x,UNK,UNK
一,O,B,m,一,yī
日,O,E,m,日,rì
2,O,S,x,UNK,UNK
～,O,S,x,UNK,UNK
3,O,S,m,UNK,UNK
次,O,S,t,欠,cì
。,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
重,O,B,ns,里,zhòng
庆,O,E,ns,广,qìng
三,O,B,ns,一,sān
峡,O,E,ns,山,xiá
云,O,B,ns,二,yún
海,O,E,ns,氵,hǎi
药,O,B,n,艹,yào
业,O,E,n,一,yè
股,O,B,n,月,gǔ
份,O,E,n,亻,fèn
有,O,B,n,月,yǒu
限,O,M,n,阝,xiàn
公,O,M,n,八,gōng
司,O,E,n,口,sī
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
0,O,B,m,UNK,UNK
.,O,M,m,UNK,UNK
seg,seg,seg,seg,seg,seg
3,O,M,m,UNK,UNK
8,O,E,m,UNK,UNK
g,O,S,eng,UNK,UNK
*,O,S,x,UNK,UNK
6,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
粒,O,S,n,米,lì
/,O,S,x,UNK,UNK
瓶,O,S,n,瓦,píng
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
非,O,B,l,非,fēi
处,O,M,l,夂,chǔ
方,O,M,l,方,fāng
药,O,E,l,艹,yào
物,O,S,zg,牜,wù
（,O,S,x,UNK,UNK
甲,O,B,n,田,jiǎ
类,O,E,n,米,lèi
）,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
如,O,S,v,女,rú
与,O,S,p,一,yǔ
其,O,B,r,八,qí
他,O,E,r,亻,tā
药,O,B,n,艹,yào
物,O,E,n,牜,wù
同,O,B,c,口,tóng
时,O,E,c,日,shí
使,O,B,v,亻,shǐ
用,O,E,v,用,yòng
可,O,B,v,口,kě
能,O,E,v,月,néng
会,O,S,v,人,huì
发,O,B,v,又,fā
生,O,E,v,生,shēng
药,O,B,n,艹,yào
物,O,E,n,牜,wù
相,O,B,l,目,xiāng
互,O,M,l,二,hù
作,O,M,l,亻,zuò
用,O,E,l,用,yòng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
详,O,B,v,讠,xiáng
情,O,M,v,忄,qíng
请,O,E,v,讠,qǐng
咨,O,B,vn,口,zī
询,O,E,vn,讠,xún
医,O,B,n,匚,yī
师,O,E,n,巾,shī
 ,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
.,O,E,m,UNK,UNK
忌,O,S,v,心,jì
辛,O,B,z,辛,xīn
辣,O,E,z,辛,là
、,O,S,x,UNK,UNK
生,O,B,vn,生,shēng
冷,O,E,vn,冫,lěng
、,O,S,x,UNK,UNK
油,S-FY,B,n,氵,yóu
腻,O,E,n,月,nì
食,O,B,n,飠,shí
物,O,E,n,牜,wù
。,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
2,O,B,m,UNK,UNK
.,O,E,m,UNK,UNK
本,O,B,n,木,běn
品,O,E,n,口,pǐn
宜,O,S,vg,宀,yí
饭,O,B,t,饣,fàn
前,O,E,t,刂,qián
服,O,B,vn,月,fú
用,O,E,vn,用,yòng
。,O,S,x,UNK,UNK
 ,O,S,x,UNK,UNK
3,O,B,m,UNK,UNK
.,O,E,m,UNK,UNK
seg,seg,seg,seg,seg,seg
高,O,B,n,高,gāo
