word,label,bound,flag,radical,pinyin
痿,O,B,n,疒,wěi
证,O,E,n,讠,zhèng
。,O,S,x,UNK,UNK
气,O,B,n,气,qì
虚,O,E,n,虍,xū
瘀,O,S,g,疒,yū
阻,O,S,v,阝,zǔ
。,O,S,x,UNK,UNK
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
肢,B-ZZ,B,n,月,zhī
体,I-ZZ,E,n,亻,tǐ
痿,I-ZZ,S,g,疒,wěi
软,I-ZZ,S,a,车,ruǎn
无,I-ZZ,B,n,一,wú
力,E-ZZ,E,n,力,lì
，,O,S,x,UNK,UNK
甚,O,S,dg,甘,shèn
则,O,S,d,刂,zé
痿,O,S,g,疒,wěi
废,O,S,v,广,fèi
，,O,S,x,UNK,UNK
日,O,S,m,日,rì
久,O,S,a,丿,jiǔ
肌,O,B,n,月,jī
肉,O,E,n,肉,ròu
枯,O,B,v,木,kū
萎,O,E,v,艹,wěi
，,O,S,x,UNK,UNK
手,O,B,v,手,shǒu
足,O,E,v,足,zú
麻,B-ZZ,B,i,麻,má
木,I-ZZ,M,i,木,mù
不,I-ZZ,M,i,一,bù
仁,E-ZZ,E,i,亻,rén
，,O,S,x,UNK,UNK
食,B-ZZ,B,v,飠,shí
少,E-ZZ,E,v,小,shǎo
，,O,S,x,UNK,UNK
气,B-ZZ,B,n,气,qì
短,I-ZZ,E,n,矢,duǎn
懒,I-ZZ,S,a,忄,lǎn
言,E-ZZ,S,vg,言,yán
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
神,B-ZZ,S,n,礻,shén
疲,I-ZZ,B,a,疒,pí
乏,I-ZZ,E,a,丿,fá
力,E-ZZ,S,n,力,lì
、,O,S,x,UNK,UNK
四,O,B,n,囗,sì
肢,O,E,n,月,zhī
青,B-ZZ,B,n,青,qīng
筋,I-ZZ,E,n,竹,jīn
暴,I-ZZ,B,v,日,bào
露,E-ZZ,E,v,雨,lòu
，,O,S,x,UNK,UNK
舌,B-SX,B,n,舌,shé
质,I-SX,E,n,贝,zhì
淡,E-SX,S,a,氵,dàn
或,O,S,c,戈,huò
黯,O,S,a,黑,àn
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
有,I-SX,S,v,月,yǒu
瘀,I-SX,S,g,疒,yū
点,E-SX,S,q,灬,diǎn
瘀,O,B,n,疒,yū
斑,O,E,n,文,bān
，,O,S,x,UNK,UNK
脉,O,S,ng,月,mài
沉,O,B,a,氵,chén
涩,O,E,a,氵,sè
。,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
提,O,B,v,扌,tí
要,O,E,v,覀,yào
①,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
要,O,B,n,覀,yào
点,O,E,n,灬,diǎn
:,O,S,x,UNK,UNK
气,B-ZZ,B,n,气,qì
短,I-ZZ,E,n,矢,duǎn
乏,I-ZZ,B,a,丿,fá
力,E-ZZ,E,a,力,lì
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
手,O,B,v,手,shǒu
足,O,E,v,足,zú
麻,B-ZZ,B,i,麻,má
木,I-ZZ,M,i,木,mù
不,I-ZZ,M,i,一,bù
仁,E-ZZ,E,i,亻,rén
，,O,S,x,UNK,UNK
肢,B-ZZ,B,n,月,zhī
体,I-ZZ,E,n,亻,tǐ
痿,I-ZZ,S,g,疒,wěi
软,I-ZZ,S,a,车,ruǎn
无,I-ZZ,B,n,一,wú
力,E-ZZ,E,n,力,lì
，,O,S,x,UNK,UNK
萎,O,B,v,艹,wěi
枯,O,E,v,木,kū
不,O,B,v,一,bù
