,entity_class,start_pos,end_pos,content
0,MX,146,151,脉滑数有力
1,ZF,189,193,清热利湿
2,SX,48,52,舌苔黄腻
3,ZZ,88,92,发热口渴
4,ZZ,43,47,发热恶寒
5,FY,273,276,半枝莲
6,FY,265,268,薏苡仁
7,FY,219,222,荆芥穗
8,FY,227,230,白头翁
9,FY,211,214,侧柏叶
10,FY,250,253,土茯苓
11,FY,242,245,败酱草
12,FJ,198,201,槐花散
13,ZH,4,7,湿热蕴
14,ZH,156,159,湿热蕴
15,ZH,182,185,湿热毒
16,MX,56,59,脉滑数
17,MX,101,104,脉滑数
18,MX,146,149,脉滑数
19,SX,93,96,舌质红
20,SX,136,139,舌质红
21,SX,49,52,苔黄腻
22,SX,97,100,苔黄腻
23,SX,140,143,苔黄腻
24,SX,117,120,苔白腻
25,FY,220,222,芥穗
26,FY,198,200,槐花
27,FY,204,206,槐花
28,FY,235,237,枳壳
29,FY,211,213,侧柏
30,FY,258,260,地榆
31,FY,265,267,薏苡
32,FY,251,253,茯苓
33,FY,242,244,败酱
34,FY,250,252,土茯
35,FY,212,214,柏叶
36,FY,266,268,苡仁
37,FY,219,221,荆芥
38,ZF,189,191,清热
39,MX,56,58,脉滑
40,MX,101,103,脉滑
41,MX,146,148,脉滑
42,MX,127,129,脉濡
43,SX,49,51,苔黄
44,SX,97,99,苔黄
45,SX,140,142,苔黄
46,SX,117,119,苔白
47,ZZ,45,47,恶寒
48,ZZ,38,40,口干
49,ZZ,13,15,腹痛
50,ZZ,78,80,腹痛
51,ZZ,43,45,发热
52,ZZ,88,90,发热
53,ZZ,15,17,腹泻
54,ZZ,90,92,口渴
55,ZH,14,15,痛
56,ZH,79,80,痛
57,ZH,5,6,热
58,ZH,44,45,热
59,ZH,89,90,热
60,ZH,131,132,热
61,ZH,157,158,热
62,ZH,175,176,热
63,ZH,183,184,热
64,ZH,190,191,热
65,ZH,76,77,虚
66,ZH,39,40,干
67,ZH,144,145,干
