,entity_class,start_pos,end_pos,content
0,ZH,180,184,湿热内蕴
1,ZH,112,116,久病体虚
2,ZH,135,139,不能统血
3,ZH,185,189,迫血妄行
4,ZH,155,159,气不摄血
5,ZH,106,110,脾胃虚弱
6,ZF,254,258,健脾益气
7,ZZ,32,36,面色无华
8,ZZ,80,84,面色无华
9,ZZ,42,46,神疲乏力
10,ZZ,85,89,神疲乏力
11,ZZ,37,41,头晕目眩
12,FY,320,323,炙甘草
13,FY,306,309,桂圆肉
14,FY,298,301,酸枣仁
15,FJ,264,267,归脾汤
16,ZH,130,133,脾气虚
17,ZH,219,222,脾气虚
18,ZH,155,158,气不摄
19,ZH,3,6,脾不统
20,ZH,166,169,脾不统
21,ZH,237,240,脾虚不
22,ZH,106,109,脾胃虚
23,ZH,180,183,湿热内
24,MX,58,61,脉细弱
25,MX,90,93,脉细弱
26,FY,321,323,甘草
27,FY,298,300,酸枣
28,FY,270,272,党参
29,FY,299,301,枣仁
30,FY,291,293,茯神
31,FY,341,343,大枣
32,FY,334,336,远志
33,FY,314,316,木香
34,FY,277,279,黄芪
35,FY,284,286,白术
36,FY,306,308,桂圆
37,FY,327,329,当归
38,MX,58,60,脉细
39,MX,90,92,脉细
40,SX,55,57,苔白
41,SX,52,54,舌淡
42,ZZ,44,46,乏力
43,ZZ,87,89,乏力
44,ZZ,42,44,神疲
45,ZZ,85,87,神疲
46,ZZ,39,41,目眩
47,ZZ,37,39,头晕
48,ZZ,0,2,便血
49,ZZ,12,14,便血
50,ZZ,141,143,便血
51,FY,306,307,桂
52,FY,299,300,枣
53,FY,342,343,枣
54,ZH,176,177,热
55,ZH,181,182,热
56,ZH,195,196,热
57,ZH,95,96,虚
58,ZH,108,109,虚
59,ZH,115,116,虚
60,ZH,132,133,虚
61,ZH,151,152,虚
62,ZH,171,172,虚
63,ZH,221,222,虚
64,ZH,238,239,虚
