,entity_class,start_pos,end_pos,content
0,FY,278,281,生赭石
1,FY,268,271,生石膏
2,ZH,29,32,胃气上
3,ZH,205,208,胃气上
4,ZH,358,361,胃气上
5,ZH,394,397,肝火上
6,ZH,22,25,肝胆火
7,ZH,198,201,肝胆火
8,ZH,328,331,外邪犯
9,FY,290,292,朱砂
10,FY,279,281,赭石
11,FY,269,271,石膏
12,FY,268,270,生石
13,ZF,261,263,清热
14,SX,149,151,苔白
15,ZZ,0,2,呕吐
16,ZZ,3,5,呕吐
17,ZZ,43,45,呕吐
18,ZZ,117,119,呕吐
19,ZZ,245,247,呕吐
20,ZZ,467,469,呕吐
21,ZZ,487,489,呕吐
22,ZZ,430,432,烦热
23,ZZ,496,498,烦热
24,ZZ,504,506,烦热
25,ZZ,11,13,汗出
26,ZZ,109,111,汗出
27,ZZ,187,189,汗出
28,ZZ,432,434,汗出
29,ZH,378,379,阳
30,ZH,424,425,阳
31,ZH,25,26,热
32,ZH,39,40,热
33,ZH,201,202,热
34,ZH,262,263,热
35,ZH,375,376,热
36,ZH,415,416,热
37,ZH,431,432,热
38,ZH,497,498,热
39,ZH,505,506,热
40,ZH,16,17,虚
41,ZH,192,193,虚
