,entity_class,start_pos,end_pos,content
0,FJ,248,253,藿香正气散
1,ZH,6,10,寒湿困脾
2,ZH,214,218,寒湿困脾
3,ZH,195,199,湿困中焦
4,SX,47,51,舌苔白腻
5,SX,164,168,舌苔厚腻
6,ZZ,42,46,畏寒肢冷
7,ZZ,36,40,头重身困
8,ZZ,88,92,发于夏秋
9,ZZ,15,19,食欲不振
10,FJ,250,253,正气散
11,ZH,224,227,脾胃不
12,ZH,6,9,寒湿困
13,ZH,214,217,寒湿困
14,ZH,7,10,湿困脾
15,ZH,215,218,湿困脾
16,SX,165,168,苔厚腻
17,SX,48,51,苔白腻
18,FY,311,313,甘草
19,FY,277,279,陈皮
20,FY,270,272,白芷
21,FY,263,265,苏叶
22,FY,291,293,厚朴
23,FY,317,319,生姜
24,FY,284,286,半夏
25,FY,323,325,大枣
26,FY,304,306,茯苓
27,FY,248,250,藿香
28,FY,256,258,藿香
29,FY,297,299,白术
30,MX,52,54,脉濡
31,SX,48,50,苔白
32,ZZ,33,35,便溏
33,ZZ,26,28,腹胀
34,ZZ,74,76,纳呆
35,ZZ,44,46,肢冷
36,ZZ,31,33,腹痛
37,ZZ,0,2,厌食
38,ZZ,72,74,食少
39,FY,324,325,枣
40,FY,318,319,姜
41,ZH,32,33,痛
42,ZH,220,221,阳
43,ZH,45,46,冷
44,ZH,132,133,冷
45,ZH,191,192,冷
46,ZH,154,155,热
47,ZH,177,178,虚
48,ZH,203,204,虚
