,entity_class,start_pos,end_pos,content
0,ZH,162,166,脾运不健
1,ZZ,102,106,气短乏力
2,ZZ,32,36,形体肥胖
3,ZZ,73,77,形体肥胖
4,ZZ,142,146,面色暗滞
5,ZZ,37,41,面色晦暗
6,ZZ,83,87,面色晦暗
7,ZZ,27,31,胸脘痞闷
8,FJ,202,205,温胆汤
9,FJ,206,209,丹参饮
10,SX,50,53,苔厚腻
11,SX,42,45,舌质淡
12,ZZ,143,146,色暗滞
13,FY,244,246,甘草
14,FY,219,221,陈皮
15,FY,212,214,半夏
16,FY,225,227,茯苓
17,FY,238,240,竹茹
18,FY,257,259,檀香
19,FY,232,234,枳实
20,FY,263,265,砂仁
21,FY,206,208,丹参
22,FY,250,252,丹参
23,ZH,178,180,痰阻
24,MX,54,56,脉滑
25,ZZ,102,104,气短
26,ZZ,104,106,乏力
27,ZZ,19,21,嗜睡
28,ZZ,80,82,嗜睡
29,ZZ,28,30,脘痞
30,ZZ,133,135,脘痞
31,FY,239,240,茹
32,ZH,183,184,阳
33,ZH,4,5,瘀
34,ZH,139,140,瘀
35,ZH,152,153,瘀
36,ZH,180,181,瘀
37,ZH,198,199,瘀
