,entity_class,start_pos,end_pos,content
0,ZH,91,96,阳明腑实证
1,FJ,103,107,大承气汤
2,ZH,283,287,大便秘结
3,ZZ,278,282,发热口渴
4,ZZ,34,38,恶心呕吐
5,ZZ,283,287,大便秘结
6,ZZ,291,295,小溲短赤
7,FY,201,204,大腹皮
8,FY,223,226,元明粉
9,FY,365,368,元明粉
10,FY,234,237,生甘草
11,FY,240,243,旋复花
12,FY,190,193,生大黄
13,FY,356,359,生大黄
14,ZH,12,15,脾胃积
15,ZH,91,94,阳明腑
16,MX,304,307,脉弦紧
17,FY,235,237,甘草
18,FY,191,193,大黄
19,FY,357,359,大黄
20,FY,213,215,黄芩
21,FY,201,203,大腹
22,FY,72,74,淀粉
23,FY,383,385,淀粉
24,FY,229,231,槟榔
25,FY,218,220,黄连
26,FY,202,204,腹皮
27,FY,241,243,复花
28,FY,208,210,苏梗
29,FY,196,198,枳实
30,MX,304,306,脉弦
31,SX,297,299,苔黄
32,ZZ,36,38,呕吐
33,ZZ,337,339,呕吐
34,ZZ,34,36,恶心
35,ZZ,264,266,腹满
36,ZZ,331,333,腹满
37,ZZ,267,269,拒按
38,ZZ,284,286,便秘
39,ZZ,288,290,口臭
40,ZZ,39,41,发热
41,ZZ,278,280,发热
42,ZZ,27,29,疼痛
43,ZZ,280,282,口渴
44,FY,214,215,芩
45,FY,392,393,姜
46,ZH,28,29,痛
47,ZH,266,267,痛
48,ZH,274,275,痛
49,ZH,333,334,痛
50,ZH,91,92,阳
51,ZH,128,129,亡
52,ZH,40,41,热
53,ZH,279,280,热
