,entity_class,start_pos,end_pos,content
0,FJ,170,175,柴胡疏肝散
1,FJ,603,608,柴胡疏肝散
2,FJ,209,214,补中益气汤
3,FJ,1018,1023,补中益气汤
4,FJ,151,156,藿香正气散
5,FJ,243,248,藿香正气散
6,FJ,278,283,藿香正气散
7,FJ,1322,1327,藿香正气散
8,ZF,800,805,健脾益气法
9,FY,193,197,六君子汤
10,FY,814,818,六君子汤
11,FJ,193,197,六君子汤
12,FJ,814,818,六君子汤
13,ZH,13,17,外感风寒
14,ZH,1300,1304,脾虚湿困
15,ZH,162,166,肝郁气滞
16,ZH,584,588,肝郁气滞
17,ZF,800,804,健脾益气
18,ZF,593,597,疏肝理气
19,ZF,1314,1318,疏肝理气
20,ZF,209,213,补中益气
21,ZF,1018,1022,补中益气
22,SX,565,569,舌淡苔白
23,SX,978,982,舌淡苔白
24,SX,1161,1165,舌淡苔白
25,SX,1281,1285,舌淡苔白
26,ZZ,443,447,关节疼痛
27,ZZ,555,559,关节疼痛
28,ZZ,433,437,面色萎黄
29,ZZ,973,977,大便干结
30,ZZ,737,741,头晕乏力
31,ZZ,963,967,四肢乏力
32,ZZ,1271,1275,四肢乏力
33,ZZ,545,549,小腹胀痛
34,ZZ,428,432,发热恶寒
35,ZZ,24,28,上腹疼痛
36,ZZ,72,76,上腹疼痛
37,FY,697,700,六神曲
38,FY,858,861,清半夏
39,FY,672,675,全当归
40,FY,833,836,全当归
41,FY,1056,1059,全当归
42,FY,332,335,大腹皮
43,FY,661,664,小茴香
44,FY,896,899,小茴香
45,FY,1086,1089,小茴香
46,FY,1202,1205,小茴香
47,FY,1038,1041,炒陈皮
48,FY,1098,1101,台乌药
49,FY,1069,1072,云茯苓
50,FY,623,626,香附米
51,FY,889,892,香附米
52,FY,300,303,炒苍术
53,FY,642,645,川楝子
54,FY,907,910,川楝子
55,FY,1104,1107,川楝子
56,FY,325,328,川厚朴
57,FY,654,657,川厚朴
58,FJ,189,192,逍遥散
59,FJ,810,813,逍遥散
60,FJ,211,214,益气汤
61,FJ,1020,1023,益气汤
