,entity_class,start_pos,end_pos,content
0,FJ,209,215,白虎加人参汤
1,ZH,33,37,大便秘结
2,SX,149,153,舌红少苔
3,ZZ,144,148,鼻咽干燥
4,ZZ,22,26,小便量多
5,ZZ,27,31,形体消瘦
6,ZZ,61,65,形体消瘦
7,ZZ,17,21,口渴多饮
8,ZZ,12,16,多食易饥
9,ZZ,56,60,多食易饥
10,ZZ,33,37,大便秘结
11,FJ,212,215,人参汤
12,ZH,185,188,火盛伤
13,ZH,175,178,胃火炽
14,MX,154,157,脉细数
15,SX,38,41,苔黄燥
16,SX,66,69,苔黄燥
17,FY,239,241,甘草
18,FY,145,147,咽干
19,FY,260,262,黄芩
20,FY,225,227,知母
21,FY,280,282,麦冬
22,FY,253,255,葛根
23,FY,212,214,人参
24,FY,246,248,人参
25,FY,266,268,芦根
26,FY,4,6,火消
27,FY,232,234,粳米
28,FY,218,220,石膏
29,FY,273,275,玄参
30,MX,154,156,脉细
31,SX,149,151,舌红
32,SX,38,40,苔黄
33,SX,66,68,苔黄
34,SX,151,153,少苔
35,ZZ,29,31,消瘦
36,ZZ,63,65,消瘦
37,ZZ,149,151,舌红
38,ZZ,146,148,干燥
39,ZZ,34,36,便秘
40,ZZ,145,147,咽干
41,ZZ,17,19,口渴
42,FY,280,281,麦
43,FY,233,234,米
44,FY,261,262,芩
45,ZH,86,87,阳
46,ZH,134,135,阴
47,ZH,101,102,热
48,ZH,116,117,热
49,ZH,127,128,热
50,ZH,169,170,虚
51,ZH,146,147,干
