,entity_class,start_pos,end_pos,content
0,ZF,109,113,健脾益气
1,SX,45,49,舌淡苔白
2,ZZ,40,44,食少便溏
3,ZZ,25,29,面色苍白
4,ZZ,30,34,少气懒言
5,FY,127,130,炒白术
6,FY,211,214,仙鹤草
7,FY,182,185,龙眼肉
8,FY,174,177,炒枣仁
9,FJ,121,124,归脾汤
10,ZH,82,85,脾气虚
11,ZH,3,6,脾不统
12,MX,50,53,脉细弱
13,FY,156,158,甘草
14,FY,182,184,龙眼
15,FY,197,199,阿胶
16,FY,149,151,党参
17,FY,175,177,枣仁
18,FY,142,144,茯神
19,FY,168,170,远志
20,FY,162,164,木香
21,FY,135,137,黄芪
22,FY,204,206,白芨
23,FY,128,130,白术
24,FY,190,192,当归
25,MX,50,52,脉细
26,SX,47,49,苔白
27,SX,45,47,舌淡
28,ZZ,42,44,便溏
29,ZZ,0,2,鼻衄
30,ZZ,12,14,鼻衄
31,ZZ,35,37,神疲
32,ZZ,37,39,倦怠
33,ZZ,27,29,苍白
34,ZZ,40,42,食少
35,ZZ,21,23,量少
36,ZZ,70,72,量少
37,ZZ,63,65,出血
38,FY,175,176,枣
39,ZH,84,85,虚
