,entity_class,start_pos,end_pos,content
0,FJ,145,152,小半夏加茯苓汤
1,FJ,345,352,小半夏加茯苓汤
2,FJ,67,72,半夏泻心汤
3,FY,299,303,六君子汤
4,FY,550,554,六君子汤
5,FJ,299,303,六君子汤
6,FJ,550,554,六君子汤
7,ZH,109,113,水饮内停
8,ZH,277,281,水饮内停
9,ZH,284,288,脾失健运
10,ZH,411,415,饮食停滞
11,SX,537,541,舌苔薄白
12,ZZ,444,448,头晕乏力
13,FY,368,371,鲜生姜
14,FJ,149,152,茯苓汤
15,FJ,349,352,茯苓汤
16,FJ,69,72,泻心汤
17,ZH,109,112,水饮内
18,ZH,277,280,水饮内
19,MX,475,478,脉沉细
20,MX,544,547,脉沉细
21,SX,469,472,苔薄黄
22,SX,456,459,舌淡红
23,SX,538,541,苔薄白
24,FY,170,172,陈皮
25,FY,375,377,陈皮
26,FY,369,371,生姜
27,FY,67,69,半夏
28,FY,146,148,半夏
29,FY,346,348,半夏
30,FY,356,358,半夏
31,FY,149,151,茯苓
32,FY,349,351,茯苓
33,FY,167,169,竹茹
34,ZF,340,342,清热
35,SX,456,458,舌淡
36,SX,469,471,苔薄
37,SX,538,540,苔薄
38,ZZ,0,2,呕吐
39,ZZ,3,5,呕吐
40,ZZ,25,27,呕吐
41,ZZ,84,86,呕吐
42,ZZ,105,107,呕吐
43,ZZ,138,140,呕吐
44,ZZ,429,431,呕吐
45,ZZ,446,448,乏力
46,ZZ,534,536,乏力
47,ZZ,452,454,灼热
48,ZZ,525,527,灼热
49,ZZ,444,446,头晕
50,ZZ,532,534,纳差
51,FY,168,169,茹
52,FY,370,371,姜
53,ZH,204,205,阴
54,ZH,14,15,热
55,ZH,117,118,热
56,ZH,133,134,热
57,ZH,175,176,热
58,ZH,341,342,热
59,ZH,453,454,热
60,ZH,526,527,热
