,entity_class,start_pos,end_pos,content
0,FJ,543,548,枳实消痞丸
1,FJ,368,372,小承气汤
2,ZH,248,252,湿阻中焦
3,ZH,476,480,大便秘结
4,ZZ,476,480,大便秘结
5,FY,432,435,炙甘草
6,FY,426,429,莱菔子
7,FY,389,392,炒枳壳
8,FY,395,398,生大黄
9,FJ,545,548,消痞丸
10,FJ,373,376,四磨汤
11,FY,433,435,甘草
12,FY,396,398,大黄
13,FY,410,412,厚朴
14,FY,405,407,生地
15,FY,390,392,枳壳
16,FY,415,417,槟榔
17,FY,420,422,乌药
18,FY,543,545,枳实
19,FY,384,386,当归
20,ZF,275,277,行气
21,ZF,361,363,行气
22,ZZ,52,54,呕吐
23,ZZ,207,209,腹胀
24,ZZ,530,532,腹胀
25,ZZ,45,47,便秘
26,ZZ,212,214,便秘
27,ZZ,477,479,便秘
28,ZH,243,244,热
29,ZH,253,254,瘀
