,entity_class,start_pos,end_pos,content
0,FJ,199,204,茵陈五苓散
1,ZZ,15,19,身目俱黄
2,ZZ,51,55,腹胀便溏
3,ZZ,26,30,身热不扬
4,ZZ,31,35,头重身困
5,ZZ,41,45,胸脘痞满
6,FY,201,204,五苓散
7,FJ,201,204,五苓散
8,ZH,146,149,热重于
9,SX,56,59,苔厚腻
10,FY,238,240,桂枝
11,FY,231,233,泽泻
12,FY,225,227,茯苓
13,FY,199,201,茵陈
14,FY,205,207,茵陈
15,FY,212,214,白术
16,FY,219,221,猪苓
17,ZF,196,198,清热
18,MX,65,67,脉滑
19,ZZ,53,55,便溏
20,ZZ,51,53,腹胀
21,ZZ,26,28,身热
22,ZZ,97,99,倦怠
23,ZZ,38,40,不渴
24,ZZ,42,44,脘痞
25,ZZ,100,102,口渴
26,FY,238,239,桂
27,ZH,3,4,阳
28,ZH,85,86,阳
29,ZH,120,121,阴
30,ZH,9,10,热
31,ZH,27,28,热
32,ZH,83,84,热
33,ZH,139,140,热
34,ZH,146,147,热
35,ZH,165,166,热
36,ZH,180,181,热
37,ZH,197,198,热
