,entity_class,start_pos,end_pos,content
0,ZH,11,15,迫血妄行
1,ZH,248,252,迫血妄行
2,ZH,99,103,气血亏虚
3,ZH,224,228,血热妄行
4,ZZ,16,20,月经不行
5,ZZ,33,37,月经不行
6,FY,191,194,生荷叶
7,FY,155,158,仙鹤草
8,FY,203,206,生地黄
9,FY,171,174,益母草
10,FY,151,154,白茅根
11,FJ,108,111,四生丸
12,FJ,116,119,四生丸
13,FJ,187,190,四生丸
14,FJ,279,282,四生丸
15,ZH,99,102,气血亏
16,ZH,6,9,血热伤
17,ZH,243,246,血热伤
18,FY,204,206,地黄
19,FY,203,205,生地
20,FY,152,154,茅根
21,FY,171,173,益母
22,FY,192,194,荷叶
23,FY,196,198,艾叶
24,FY,200,202,柏叶
25,FY,213,215,鸡子
26,FY,168,170,丹皮
27,ZH,99,101,气血
28,ZF,54,56,清热
29,ZF,182,184,清热
30,ZZ,0,2,吐血
31,ZZ,3,5,吐血
32,ZZ,229,231,吐血
33,ZZ,232,234,衄血
34,ZZ,140,142,出血
35,FY,213,214,鸡
36,FY,196,197,艾
37,ZH,7,8,热
38,ZH,55,56,热
39,ZH,127,128,热
40,ZH,183,184,热
41,ZH,225,226,热
42,ZH,244,245,热
43,ZH,44,45,虚
44,ZH,102,103,虚
