,entity_class,start_pos,end_pos,content
0,FJ,260,265,龙胆泻肝汤
1,ZH,142,146,肝经湿热
2,ZH,3,7,湿热下注
3,ZH,144,148,湿热下注
4,ZH,194,198,湿热下注
5,ZH,213,217,湿热下注
6,ZF,250,254,益气健脾
7,ZF,243,247,清利湿热
8,MX,72,76,脉弦滑数
9,ZZ,34,38,小腹坠胀
10,ZZ,44,48,心烦易怒
11,FY,268,271,龙胆草
12,FY,276,279,炒山栀
13,FY,317,320,车前子
14,FJ,262,265,泻肝汤
15,ZH,3,6,湿热下
16,ZH,144,147,湿热下
17,ZH,194,197,湿热下
18,ZH,213,216,湿热下
19,ZH,142,145,肝经湿
20,MX,72,75,脉弦滑
21,SX,62,65,舌质红
22,FY,332,334,甘草
23,FY,290,292,生地
24,FY,284,286,黄芩
25,FY,310,312,泽泻
26,FY,277,279,山栀
27,FY,260,262,龙胆
28,FY,268,270,龙胆
29,FY,325,327,木通
30,FY,304,306,柴胡
31,FY,269,271,胆草
32,FY,317,319,车前
33,FY,297,299,当归
34,MX,72,74,脉弦
35,SX,66,68,苔黄
36,ZZ,46,48,易怒
37,ZZ,59,61,溲赤
38,ZZ,18,20,面红
39,ZZ,44,46,心烦
40,ZZ,53,55,口苦
41,ZZ,41,43,肿痛
42,ZZ,56,58,便结
43,FY,285,286,芩
44,ZH,22,23,痛
45,ZH,42,43,痛
46,ZH,100,101,痛
47,ZH,139,140,痛
48,ZH,256,257,阳
49,ZH,0,1,阴
50,ZH,12,13,阴
51,ZH,40,41,阴
52,ZH,91,92,阴
53,ZH,4,5,热
54,ZH,21,22,热
55,ZH,99,100,热
56,ZH,138,139,热
57,ZH,145,146,热
58,ZH,195,196,热
59,ZH,214,215,热
60,ZH,246,247,热
61,ZH,170,171,虚
