,entity_class,start_pos,end_pos,content
0,FJ,273,279,香砂六君子汤
1,FJ,515,521,香砂六君子汤
2,FY,275,279,六君子汤
3,FY,517,521,六君子汤
4,FJ,275,279,六君子汤
5,FJ,517,521,六君子汤
6,ZH,375,379,肝气郁结
7,ZH,816,820,湿热内蕴
8,ZH,811,815,肝胃不和
9,ZF,482,486,疏肝利胆
10,ZF,470,474,养血柔肝
11,SX,1047,1051,舌红苔黄
12,ZZ,691,695,面色不华
13,ZZ,35,39,上腹疼痛
14,ZZ,64,68,上腹疼痛
15,FY,565,568,清半夏
16,FY,451,454,金钱草
17,FY,913,916,金钱草
18,FY,1076,1079,金钱草
19,FY,530,533,广木香
20,FY,578,581,炙甘草
21,FY,467,470,女贞子
22,FY,946,949,女贞子
23,FY,615,618,生山楂
24,FY,608,611,炒神曲
25,FY,463,466,制首乌
26,FY,939,942,制首乌
27,FY,1097,1100,枸杞子
28,FY,455,458,威灵仙
29,FY,920,923,威灵仙
30,FY,1080,1083,威灵仙
31,FJ,416,419,逍遥散
32,FJ,846,849,逍遥散
33,ZH,811,814,肝胃不
34,ZH,12,15,脾胃不
35,ZH,816,819,湿热内
36,ZH,375,378,肝气郁
37,ZH,402,405,肝胆湿
38,MX,713,716,脉沉细
39,MX,1057,1060,脉细滑
40,FY,579,581,甘草
41,FY,467,469,女贞
42,FY,946,948,女贞
43,FY,435,437,陈皮
44,FY,572,574,陈皮
45,FY,901,903,陈皮
46,FY,1067,1069,陈皮
47,FY,432,434,厚朴
48,FY,895,897,厚朴
49,FY,1064,1066,厚朴
50,FY,566,568,半夏
51,FY,861,863,薄荷
52,FY,590,592,枳壳
53,FY,1085,1087,枳壳
54,FY,609,611,神曲
55,FY,584,586,桔梗
56,FY,1091,1093,桔梗
57,FY,456,458,灵仙
58,FY,921,923,灵仙
59,FY,1081,1083,灵仙
60,FY,547,549,党参
61,FY,1097,1099,枸杞
62,FY,877,879,白芍
63,FY,559,561,茯苓
64,FY,438,440,木香
65,FY,531,533,木香
66,FY,927,929,木香
67,FY,1070,1072,木香
68,FY,602,604,薤白
69,FY,855,857,柴胡
70,FY,448,450,茵陈
71,FY,907,909,茵陈
72,FY,537,539,壳砂
73,FY,553,555,白术
74,FY,889,891,白术
75,FY,464,466,首乌
76,FY,940,942,首乌
77,FY,1098,1100,杞子
78,FY,616,618,山楂
79,FY,596,598,杏仁
80,FY,441,443,元胡
81,FY,933,935,元胡
82,FY,1073,1075,元胡
83,FY,871,873,当归
84,FY,538,540,砂仁
85,FJ,477,479,通便
86,ZH,376,378,气郁
87,ZF,458,460,清热
88,ZF,832,834,清热
89,ZF,290,292,行气
90,ZF,443,445,行气
91,ZF,837,839,行气
92,MX,1057,1059,脉细
93,SX,706,708,舌红
94,SX,1047,1049,舌红
95,SX,1049,1051,苔黄
96,SX,710,712,苔白
97,ZZ,686,688,乏力
98,ZZ,84,86,消瘦
99,ZZ,706,708,舌红
100,ZZ,1047,1049,舌红
101,ZZ,701,703,口干
102,ZZ,703,705,便秘
103,ZZ,688,690,纳差
104,ZZ,79,81,呃逆
105,ZZ,658,660,呃逆
106,ZZ,995,997,呃逆
107,ZZ,37,39,疼痛
108,ZZ,66,68,疼痛
109,ZZ,96,98,疼痛
110,ZZ,315,317,疼痛
111,ZZ,645,647,疼痛
112,ZZ,791,793,疼痛
113,ZH,32,33,痛
114,ZH,38,39,痛
115,ZH,67,68,痛
116,ZH,97,98,痛
117,ZH,112,113,痛
118,ZH,251,252,痛
119,ZH,293,294,痛
120,ZH,316,317,痛
121,ZH,394,395,痛
122,ZH,446,447,痛
123,ZH,490,491,痛
124,ZH,640,641,痛
125,ZH,646,647,痛
126,ZH,680,681,痛
127,ZH,778,779,痛
128,ZH,792,793,痛
129,ZH,840,841,痛
130,ZH,985,986,痛
131,ZH,216,217,阳
132,ZH,346,347,阳
133,ZH,405,406,热
134,ZH,459,460,热
135,ZH,817,818,热
136,ZH,833,834,热
137,ZH,702,703,干
