,entity_class,start_pos,end_pos,content
0,FJ,281,286,丹栀逍遥散
1,ZH,150,154,肝经湿热
2,ZH,53,57,大便秘结
3,ZF,200,204,疏肝解郁
4,ZF,261,265,疏肝解郁
5,SX,173,177,舌苔黄腻
6,ZZ,168,172,胁痛口苦
7,ZZ,96,100,急躁易怒
8,ZZ,144,148,心烦易怒
9,ZZ,43,47,胸胁闷胀
10,ZZ,101,105,胸胁闷胀
11,ZZ,38,42,烦躁易怒
12,ZZ,48,52,口干而苦
13,ZZ,94,98,性情急躁
14,ZZ,33,37,精神抑郁
15,ZZ,53,57,大便秘结
16,FJ,283,286,逍遥散
17,ZH,124,127,郁而化
18,ZH,187,190,郁而化
19,ZH,5,8,肝气郁
20,ZH,150,153,肝经湿
21,MX,65,68,脉弦数
22,SX,61,64,苔薄黄
23,SX,174,177,苔黄腻
24,FY,338,340,甘草
25,FY,344,346,生姜
26,FY,350,352,薄荷
27,FY,331,333,白芍
28,FY,324,326,茯苓
29,FY,303,305,柴胡
30,FY,310,312,白术
31,FY,296,298,栀子
32,FY,289,291,丹皮
33,FY,317,319,当归
34,ZH,6,8,气郁
35,MX,65,67,脉弦
36,SX,58,60,舌红
37,SX,174,176,苔黄
38,SX,61,63,苔薄
39,ZZ,40,42,易怒
40,ZZ,98,100,易怒
41,ZZ,146,148,易怒
42,ZZ,16,18,身热
43,ZZ,134,136,面红
44,ZZ,168,170,胁痛
45,ZZ,58,60,舌红
46,ZZ,48,50,口干
47,ZZ,18,20,心烦
48,ZZ,144,146,心烦
49,ZZ,54,56,便秘
50,ZZ,38,40,烦躁
51,ZZ,110,112,口苦
52,ZZ,170,172,口苦
53,ZZ,2,4,发热
54,ZZ,79,81,发热
55,ZZ,165,167,发热
56,FY,345,346,姜
57,ZH,169,170,痛
58,ZH,3,4,热
59,ZH,17,18,热
60,ZH,21,22,热
61,ZH,80,81,热
62,ZH,142,143,热
63,ZH,153,154,热
64,ZH,166,167,热
65,ZH,193,194,热
66,ZH,208,209,热
67,ZH,269,270,热
68,ZH,244,245,瘀
69,ZH,255,256,瘀
70,ZH,277,278,瘀
71,ZH,49,50,干
