,entity_class,start_pos,end_pos,content
0,FY,151,155,吉林人参
1,ZZ,26,30,心烦懊侬
2,ZZ,272,276,心烦懊侬
3,FY,171,174,粉甘草
4,FY,165,168,杭白芍
5,FY,177,180,白茯苓
6,FY,151,154,吉林人
7,FY,183,186,诃子肉
8,FY,302,305,诃子肉
9,FY,307,310,怀山药
10,FY,172,174,甘草
11,FY,313,315,陈皮
12,FY,308,310,山药
13,FY,160,162,石斛
14,FY,166,168,白芍
15,FY,178,180,茯苓
16,FY,183,185,诃子
17,FY,302,304,诃子
18,FY,177,179,白茯
19,FY,189,191,莲子
20,FY,153,155,人参
21,ZZ,26,28,心烦
22,ZZ,272,274,心烦
23,FY,61,62,米
24,ZH,222,223,暑
25,ZH,6,7,虚
26,ZH,126,127,虚
27,ZH,204,205,虚
