,entity_class,start_pos,end_pos,content
0,ZH,71,75,脾阳不足
1,ZZ,217,221,面色不华
2,FY,153,156,全当归
3,FY,184,187,广木香
4,FY,161,164,生麦芽
5,FY,157,160,杭白芍
6,FY,118,121,元明粉
7,FY,263,266,元明粉
8,FY,259,262,熟大黄
9,FY,169,172,生白术
10,FJ,190,193,半硫丸
11,FY,108,110,甘草
12,FY,203,205,炙草
13,FY,277,279,炙草
14,FY,115,117,大黄
15,FY,260,262,大黄
16,FY,162,164,麦芽
17,FY,105,107,党参
18,FY,256,258,党参
19,FY,158,160,白芍
20,FY,283,285,熟附
21,FY,98,100,干姜
22,FY,274,276,干姜
23,FY,185,187,木香
24,FY,173,175,薤白
25,FY,170,172,白术
26,FY,126,128,当归
27,FY,154,156,当归
28,FY,293,295,当归
29,ZZ,3,5,便秘
30,ZZ,9,11,便秘
31,ZZ,18,20,便秘
32,ZZ,78,80,便秘
33,ZZ,149,151,便秘
34,ZZ,214,216,便秘
35,FY,162,163,麦
36,FY,178,179,鸡
37,FY,191,192,硫
38,FY,99,100,姜
39,FY,275,276,姜
40,ZH,72,73,阳
41,ZH,86,87,阳
42,ZH,101,102,阳
43,ZH,146,147,阳
44,ZH,90,91,冷
45,ZH,98,99,干
46,ZH,274,275,干
