,entity_class,start_pos,end_pos,content
0,ZH,110,114,肝胃不和
1,ZH,359,363,肝胃不和
2,ZH,369,373,气血两虚
3,ZF,118,122,疏肝理气
4,ZZ,56,60,夜寐不安
5,ZZ,329,333,胃脘隐痛
6,ZZ,472,476,胃脘隐痛
7,ZZ,69,73,大便色黑
8,FY,210,213,制香附
9,FY,419,422,制香附
10,FY,221,224,炙甘草
11,FY,408,411,炙甘草
12,FY,227,230,炒白术
13,FY,396,399,炒白术
14,FY,402,405,大腹皮
15,FY,258,261,淮小麦
16,FY,233,236,云茯苓
17,FY,436,439,焦六曲
18,FY,251,254,谷麦芽
19,FY,449,452,谷麦芽
20,FJ,386,389,左金丸
21,ZH,11,14,肝胃不
22,ZH,110,113,肝胃不
23,ZH,283,286,肝胃不
24,ZH,359,362,肝胃不
25,ZH,369,372,气血两
26,SX,348,351,舌尖红
27,SX,289,292,苔薄腻
28,SX,352,355,苔薄腻
29,ZZ,348,351,舌尖红
30,FY,222,224,甘草
31,FY,409,411,甘草
32,FY,204,206,陈皮
33,FY,414,416,陈皮
34,FY,443,445,楂炭
35,FY,252,254,麦芽
36,FY,450,452,麦芽
37,FY,211,213,香附
38,FY,420,422,香附
39,FY,402,404,大腹
40,FY,264,266,红枣
41,FY,216,218,白芍
42,FY,426,428,白芍
43,FY,234,236,茯苓
44,FY,431,433,茯苓
45,FY,442,444,焦楂
46,FY,437,439,六曲
47,FY,228,230,白术
48,FY,397,399,白术
49,FY,244,246,沉香
50,FY,239,241,乌药
51,FY,403,405,腹皮
52,FY,259,261,小麦
53,FJ,387,389,金丸
54,ZH,140,142,气血
55,ZH,369,371,气血
56,MX,356,358,脉细
57,SX,289,291,苔薄
58,SX,352,354,苔薄
59,ZZ,46,48,形瘦
60,ZZ,126,128,形瘦
61,ZZ,0,2,嘈杂
62,ZZ,3,5,嘈杂
63,ZZ,149,151,嘈杂
64,ZZ,338,340,嘈杂
65,ZZ,476,478,嘈杂
66,ZZ,76,78,出血
67,FY,252,253,麦
68,FY,260,261,麦
69,FY,450,451,麦
70,FY,265,266,枣
71,ZH,17,18,痛
72,ZH,54,55,痛
73,ZH,62,63,痛
74,ZH,106,107,痛
75,ZH,148,149,痛
76,ZH,332,333,痛
77,ZH,475,476,痛
78,ZH,6,7,阴
79,ZH,278,279,阴
80,ZH,143,144,虚
81,ZH,372,373,虚
