,entity_class,start_pos,end_pos,content
0,FY,340,345,白花蛇舌草
1,ZH,3,7,脾胃虚寒
2,ZH,213,217,脾胃虚寒
3,ZF,239,243,温中散寒
4,ZZ,12,16,胃脘隐痛
5,ZZ,101,105,胃脘隐痛
6,ZZ,65,69,食少腹胀
7,ZZ,53,57,面色苍白
8,ZZ,48,52,形体消瘦
9,FY,332,335,半枝莲
10,FY,292,295,清半夏
11,FY,340,343,白花蛇
12,FY,308,311,黄药子
13,FY,350,353,急性子
14,FJ,239,242,温中散
15,ZH,159,162,胃气上
16,ZH,3,6,脾胃虚
17,ZH,213,216,脾胃虚
18,MX,86,89,脉沉缓
19,FY,293,295,半夏
20,FY,358,360,丁香
21,FY,340,342,白花
22,FY,308,310,黄药
23,FY,285,287,白芍
24,FY,279,281,干姜
25,FY,256,258,黄芪
26,FY,273,275,肉桂
27,FY,266,268,白术
28,ZZ,71,73,便溏
29,ZZ,131,133,呕吐
30,ZZ,139,141,呕吐
31,ZZ,50,52,消瘦
32,ZZ,67,69,腹胀
33,ZZ,62,64,神疲
34,ZZ,55,57,苍白
35,ZZ,19,21,喜按
36,ZZ,65,67,食少
37,ZZ,111,113,食少
38,FY,317,318,梨
39,FY,274,275,桂
40,FY,280,281,姜
41,ZH,15,16,痛
42,ZH,104,105,痛
43,ZH,5,6,虚
44,ZH,215,216,虚
45,ZH,279,280,干
