,entity_class,start_pos,end_pos,content
0,FJ,188,193,黄连温胆汤
1,ZF,178,182,清热化痰
2,SX,58,62,苔黄而干
3,SX,99,103,苔黄而干
4,SX,97,101,舌红苔黄
5,ZZ,26,30,心烦易怒
6,ZZ,87,91,心烦易怒
7,ZZ,48,52,不思饮食
8,ZZ,36,40,多食易饥
9,ZZ,92,96,多食易饥
10,FJ,190,193,温胆汤
11,ZH,145,148,郁而化
12,ZH,164,167,痰热内
13,MX,63,66,脉滑数
14,SX,53,56,舌质红
15,FY,196,198,陈皮
16,FY,243,245,生姜
17,FY,202,204,半夏
18,FY,249,251,大枣
19,FY,209,211,茯苓
20,FY,188,190,黄连
21,FY,230,232,黄连
22,FY,216,218,竹茹
23,FY,236,238,栀子
24,FY,223,225,枳实
25,FY,119,121,醇酒
26,ZF,178,180,清热
27,MX,63,65,脉滑
28,SX,97,99,舌红
29,SX,58,60,苔黄
30,SX,99,101,苔黄
31,ZZ,28,30,易怒
32,ZZ,89,91,易怒
33,ZZ,31,33,胸闷
34,ZZ,46,48,胸闷
35,ZZ,16,18,恶心
36,ZZ,97,99,舌红
37,ZZ,26,28,心烦
38,ZZ,87,89,心烦
39,ZZ,0,2,嘈杂
40,ZZ,12,14,嘈杂
41,ZZ,33,35,痰多
42,ZZ,21,23,口渴
43,FY,217,218,茹
44,FY,250,251,枣
45,FY,244,245,姜
46,FY,120,121,酒
47,ZH,24,25,冷
48,ZH,4,5,热
49,ZH,148,149,热
50,ZH,165,166,热
51,ZH,179,180,热
52,ZH,61,62,干
53,ZH,102,103,干
