,entity_class,start_pos,end_pos,content
0,ZH,196,200,腑气不通
1,ZH,328,332,肠结不通
2,ZZ,90,94,恶心呕吐
3,FY,244,247,生赭石
4,FY,269,272,生麦芽
5,ZH,201,204,胃气上
6,ZH,441,444,余热未
7,FY,270,272,麦芽
8,FY,245,247,赭石
9,FY,275,277,茵陈
10,FY,234,236,生石
11,FY,254,256,玄参
12,FY,264,266,芒硝
13,FJ,223,225,通便
14,ZZ,46,48,呕吐
15,ZZ,92,94,呕吐
16,ZZ,350,352,呕吐
17,ZZ,90,92,恶心
18,ZZ,0,2,腹痛
19,ZZ,3,5,腹痛
20,ZZ,8,10,腹痛
21,ZZ,298,300,腹痛
22,ZZ,87,89,发热
23,FY,270,271,麦
24,ZH,1,2,痛
25,ZH,4,5,痛
26,ZH,9,10,痛
27,ZH,74,75,痛
28,ZH,299,300,痛
29,ZH,309,310,阳
30,ZH,222,223,阴
31,ZH,449,450,阴
32,ZH,169,170,冷
33,ZH,180,181,冷
34,ZH,7,8,热
35,ZH,88,89,热
36,ZH,190,191,热
37,ZH,209,210,热
38,ZH,229,230,热
39,ZH,297,298,热
40,ZH,317,318,热
41,ZH,324,325,热
42,ZH,346,347,热
43,ZH,426,427,热
44,ZH,442,443,热
45,ZH,451,452,热
46,ZH,422,423,干
